sex,SYMBOL,ENSEMBL,expr_logFC,expr_p,expr_direction,CpG,region,island,delta_M,meth_p,meth_direction,biological_pattern
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg26050906,TSS200,OpenSea,0.08563190574431373,0.499935226012169,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg10516089,5'UTR,OpenSea,-0.05660996583051231,0.5021158329516884,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg10516089,TSS1500,OpenSea,-0.05660996583051231,0.5021158329516884,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg23776146,5'UTR,N_Shore,-0.14617385029632934,0.5113013870463194,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg10719847,Body,OpenSea,0.06409219903356317,0.519460587867626,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg04053021,5'UTR,OpenSea,0.07521077708361497,0.542521239779109,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg04053021,Body,OpenSea,0.07521077708361497,0.542521239779109,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg11587609,3'UTR,OpenSea,0.038247943461879624,0.5455723248759464,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg06125049,3'UTR,OpenSea,-0.05319821847814469,0.5493400323018814,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01604051,5'UTR,S_Shore,0.0453947927069839,0.5622908533755504,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg13311902,5'UTR,OpenSea,0.04038295305740434,0.5693009339622017,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg13311902,Body,OpenSea,0.04038295305740434,0.5693009339622017,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg13311902,TSS1500,OpenSea,0.04038295305740434,0.5693009339622017,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg25975369,TSS1500,S_Shore,0.041503806305845645,0.5731907110621894,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg03013699,5'UTR,OpenSea,-0.036605427611093436,0.5786894877755749,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg03013699,Body,OpenSea,-0.036605427611093436,0.5786894877755749,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg00901940,5'UTR,OpenSea,0.059397293255075374,0.5905174734360052,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg16058498,5'UTR,OpenSea,0.04881179502723719,0.5914450693265594,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg16058498,TSS1500,OpenSea,0.04881179502723719,0.5914450693265594,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg07553378,Body,OpenSea,0.06058517885180464,0.5915574700693712,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg06790324,5'UTR,N_Shore,0.04823939445306853,0.6066236541953176,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg15774495,TSS1500,Island,0.05420047410735113,0.618709783562695,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg26163537,TSS1500,Island,0.041196008960656644,0.6197307974808124,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg23305109,Body,OpenSea,0.03490251112186494,0.6336547676280975,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg23305109,5'UTR,OpenSea,0.03490251112186494,0.6336547676280975,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg18454288,TSS1500,Island,0.040545272915894146,0.6368380996510594,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg12256753,5'UTR,OpenSea,0.052026678820544535,0.6496511557556355,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01765238,Body,OpenSea,-0.04096544361506375,0.6496699247586282,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg09521872,5'UTR,OpenSea,0.04990138917816509,0.6508477219724567,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg09521872,TSS1500,OpenSea,0.04990138917816509,0.6508477219724567,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg05493751,TSS1500,S_Shore,0.030971480609204145,0.6510465342071798,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg09150232,5'UTR,N_Shore,0.04203662627260061,0.6523350691463765,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg23023285,5'UTR,Island,0.03126036603165654,0.6668861672748565,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg05336198,5'UTR,S_Shelf,-0.027365350280317745,0.669254893941216,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg27058667,TSS1500,S_Shore,-0.027733748269834817,0.7223986526097721,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg12288551,5'UTR,OpenSea,0.0394664621178882,0.7295040142882295,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg12288551,TSS1500,OpenSea,0.0394664621178882,0.7295040142882295,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg18047172,Body,OpenSea,0.029215551638861796,0.7340331764102299,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg12358041,5'UTR,OpenSea,0.027629097891590602,0.7519769084769831,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg12358041,Body,OpenSea,0.027629097891590602,0.7519769084769831,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg14598721,Body,OpenSea,0.03607185660964107,0.7592658839415678,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01238073,5'UTR,OpenSea,0.019622507007898752,0.7661681680582638,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01238073,Body,OpenSea,0.019622507007898752,0.7661681680582638,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg03104936,5'UTR,N_Shore,0.024134376135309554,0.791343142115427,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg21408624,5'UTR,OpenSea,0.031384876151124785,0.8054836182735274,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg21408624,TSS200,OpenSea,0.031384876151124785,0.8054836182735274,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg19392396,TSS1500,S_Shore,0.017868162774201342,0.8150855012979483,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg08586669,Body,OpenSea,-0.03663109590530272,0.816893352968877,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg23742152,5'UTR,Island,-0.013487178898631387,0.8265383798243581,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg08835688,5'UTR,Island,0.011324694731469381,0.8272799655963383,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg24183958,5'UTR,N_Shore,0.015356049561147575,0.8315059408788142,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg00228281,5'UTR,OpenSea,0.017145373848907085,0.8348964850243717,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg00228281,TSS1500,OpenSea,0.017145373848907085,0.8348964850243717,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg17819489,TSS1500,S_Shore,0.01609330186643245,0.8480361807613706,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg19944002,Body,OpenSea,-0.024717687440537192,0.8551458549351074,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01177190,Body,OpenSea,0.017702943980917086,0.8577444741132546,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01177190,5'UTR,OpenSea,0.017702943980917086,0.8577444741132546,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg13338445,5'UTR,OpenSea,-0.01481652653101833,0.8638610303933487,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg00224523,5'UTR,OpenSea,-0.0142483096053113,0.8647260346883493,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg00224523,Body,OpenSea,-0.0142483096053113,0.8647260346883493,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg04223026,Body,OpenSea,-0.0124782217255228,0.8770171313464687,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg04223026,5'UTR,OpenSea,-0.0124782217255228,0.8770171313464687,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,ch.7.1172609R,Body,OpenSea,0.019464517101582965,0.8914916971791533,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg24713989,5'UTR,OpenSea,-0.012533103233548656,0.8919653659255403,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg24713989,Body,OpenSea,-0.012533103233548656,0.8919653659255403,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg24713989,TSS1500,OpenSea,-0.012533103233548656,0.8919653659255403,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg17739152,Body,OpenSea,-0.016448553204371972,0.8942341938780434,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg24302095,5'UTR,N_Shore,0.02219800761541041,0.9168483032751538,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg24302095,1stExon,N_Shore,0.02219800761541041,0.9168483032751538,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg25848339,5'UTR,OpenSea,0.007359498851601454,0.9242221006252,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg25848339,TSS1500,OpenSea,0.007359498851601454,0.9242221006252,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg14113973,5'UTR,N_Shelf,-0.009257282193364665,0.9313722498245124,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg15565231,TSS1500,S_Shore,0.006767371539980067,0.9354009942517639,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg16960292,Body,OpenSea,0.006880259963486725,0.9589021552249064,HYPERmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01749252,Body,OpenSea,-0.003422482637573009,0.9772641697876907,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg01749252,5'UTR,OpenSea,-0.003422482637573009,0.9772641697876907,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg07519654,5'UTR,OpenSea,-0.00204423986903241,0.9824182894860949,HYPOmethylated in responders,non-canonical / not the textbook direction
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg07519654,Body,OpenSea,-0.00204423986903241,0.9824182894860949,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
female,GRB10,ENSG00000106070,-0.5593091093426991,0.0010253775352938373,DOWN in responders,cg12903171,5'UTR,Island,8.024662875937995e-4,0.990331962026646,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg24156659,5'UTR,Island,-0.2116619042652721,0.08018466555729993,HYPOmethylated in responders,non-canonical / not the textbook direction
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg24156659,TSS200,Island,-0.2116619042652721,0.08018466555729993,HYPOmethylated in responders,non-canonical / not the textbook direction
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg17100154,5'UTR,N_Shore,0.15058739999822937,0.1336776771161376,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg00116882,TSS1500,S_Shore,0.08367025896323219,0.3525073400020161,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg00116882,TSS200,S_Shore,0.08367025896323219,0.3525073400020161,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg21044607,5'UTR,Island,-0.07419942600822917,0.3622693975653555,HYPOmethylated in responders,non-canonical / not the textbook direction
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg21044607,TSS200,Island,-0.07419942600822917,0.3622693975653555,HYPOmethylated in responders,non-canonical / not the textbook direction
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg03052567,TSS1500,S_Shore,0.07492796726648286,0.45937968416950925,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg12502617,5'UTR,Island,-0.0328416429284594,0.6657663865706257,HYPOmethylated in responders,non-canonical / not the textbook direction
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg12502617,TSS200,Island,-0.0328416429284594,0.6657663865706257,HYPOmethylated in responders,non-canonical / not the textbook direction
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg18285692,5'UTR,Island,0.03665853587876356,0.7478653454828323,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg18285692,TSS200,Island,0.03665853587876356,0.7478653454828323,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg06439425,TSS1500,S_Shore,0.03975793698957918,0.8008446805469052,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg06439425,TSS200,S_Shore,0.03975793698957918,0.8008446805469052,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,PIANP,ENSG00000139200,-1.6553092071675797,0.0013355750160362462,DOWN in responders,cg20594768,TSS1500,S_Shore,-0.004029765351369283,0.9611561050061133,HYPOmethylated in responders,non-canonical / not the textbook direction
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg08534256,5'UTR,Island,0.2144441459653673,0.012281447702412214,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg05628436,5'UTR,N_Shelf,0.11957496109430227,0.08434391157881814,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg07837516,TSS1500,S_Shore,0.15083641645933715,0.19078049348083498,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg10220806,3'UTR,OpenSea,0.08719776393864055,0.23656417171267452,HYPERmethylated in responders,non-canonical / not the textbook direction
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg24099813,TSS200,S_Shore,-0.09617276888084612,0.24212463142508767,HYPOmethylated in responders,non-canonical / not the textbook direction
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg17515744,TSS200,S_Shore,0.10455768066735813,0.2571786850487336,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg16601515,TSS200,S_Shore,-0.20844281575545331,0.2684886859310567,HYPOmethylated in responders,non-canonical / not the textbook direction
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg14872888,5'UTR,Island,-0.1428119040240947,0.3029422450306198,HYPOmethylated in responders,non-canonical / not the textbook direction
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg09783309,TSS200,S_Shore,0.06730839269929799,0.3474139311197951,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg19543968,TSS1500,S_Shore,0.09761533651594625,0.41056506210813715,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg00561025,5'UTR,OpenSea,0.06400708548107518,0.5536744743858277,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg09426746,5'UTR,OpenSea,0.06853041921347944,0.5555366826769541,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg09454509,TSS1500,S_Shore,-0.06632069163973446,0.5912723914562341,HYPOmethylated in responders,non-canonical / not the textbook direction
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg06254264,5'UTR,N_Shore,0.054021215392039725,0.6346205180354969,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg24961492,Body,OpenSea,0.03455001327035789,0.7113429701270292,HYPERmethylated in responders,non-canonical / not the textbook direction
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg09299381,TSS200,S_Shore,0.00813490738401326,0.9220167591703026,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg09092174,5'UTR,Island,0.006235252961414875,0.9372337552237912,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,DNAL4,ENSG00000100246,-0.38817541102017267,0.001976900524742876,DOWN in responders,cg09092174,1stExon,Island,0.006235252961414875,0.9372337552237912,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg10140286,Body,N_Shore,0.15730157185917815,0.1258689971147877,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg18827738,Body,Island,-0.28306007825773555,0.17725544965477505,HYPOmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg05668720,TSS200,Island,0.09610819318798527,0.17819922192137186,HYPERmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg13487859,TSS1500,S_Shore,0.13799231720640842,0.18391858647979847,HYPERmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg17256227,Body,N_Shelf,0.1015113971116551,0.20935587020937463,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg15763935,Body,OpenSea,-0.08061163148554724,0.21777928813765757,HYPOmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg10255322,Body,N_Shore,0.09398784847185714,0.2215925087582756,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg02403059,Body,N_Shore,0.09648697314285994,0.22727241849120774,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg09351636,TSS1500,S_Shore,0.09266664409166239,0.23285800153216749,HYPERmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg12289509,Body,Island,-0.10655695634840813,0.23989649441948518,HYPOmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg09703789,Body,Island,0.11444265717791534,0.2689641621494212,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg23586272,TSS1500,S_Shore,0.09982127177803375,0.31476208721895216,HYPERmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg18350186,5'UTR,Island,0.1808373676074788,0.5444057704673879,HYPERmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg18350186,1stExon,Island,0.1808373676074788,0.5444057704673879,HYPERmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg11944219,Body,Island,-0.0469201675718397,0.5601925218602863,HYPOmethylated in responders,non-canonical / not the textbook direction
female,TUBE1,ENSG00000074935,0.3334368584107499,0.002364365479584191,UP in responders,cg15155408,TSS1500,S_Shore,0.056220517845960355,0.5614568903540238,HYPERmethylated in responders,non-canonical / not the textbook direction
