sex,CpG,delta_M_response,p_response,fdr_response,n,Gene,Region,Island
female,cg13643814,0.186962110190081,0.0830469095522504,0.896622608361287,56,CHRNA7,TSS1500,N_Shore
female,cg13656809,0.105152709132125,0.270384276740883,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg13681765,0.00798365887931921,0.906772398372961,0.981973203063167,56,CASZ1,5'UTR,OpenSea
female,cg13701205,-0.00893661637745835,0.935543956261105,0.987878473296212,56,KCTD9,TSS1500,Island
female,cg13778721,0.0664928276639406,0.384017227542192,0.896622608361287,56,CASZ1,Body,Island
female,cg13791971,0.0661400604456522,0.38238322262877,0.896622608361287,56,FANCC,Body,OpenSea
female,cg13802904,0.112883650975414,0.495237843135269,0.903021665113066,56,ANKRD55,Body,OpenSea
female,cg13832670,0.0465954106022554,0.659567741339772,0.930327510447772,56,CREB3L2,Body,OpenSea
female,cg13840194,0.3051865600071,0.0928684986271685,0.896622608361287,56,CASZ1,5'UTR,Island
female,cg13840252,0.0631596566572312,0.428804191867525,0.897418274677054,56,CASZ1,Body,OpenSea
female,cg13841616,0.10119362830769,0.113980834431537,0.896622608361287,56,PRDM10,5'UTR,OpenSea
female,cg13855473,-0.212014922563328,0.447680785013779,0.898440536417244,56,DSP,TSS200,Island
female,cg13855924,-0.0779179410090385,0.650901723663613,0.928501094469093,56,KCNK17,Body,Island
female,cg13856711,0.0452525691215198,0.488712688955883,0.902356926608856,56,SV2B,5'UTR,Island
female,cg13858554,0.0164340845812025,0.798486857254878,0.959330939675582,56,TP53BP2,Body,OpenSea
female,cg13873343,0.0737342773986976,0.453175599827142,0.898925143498993,56,MMS22L,TSS1500,S_Shore
female,cg13923094,0.0478676880939022,0.422281942434046,0.897180519038554,56,DSP,TSS1500,Island
female,cg13936261,0.0611722150063116,0.481331715484342,0.901327797982193,56,SV2B,TSS1500,Island
female,cg13957432,0.0481338311132561,0.574175145750516,0.914245382368181,56,MIR548H3,Body,OpenSea
female,cg13980533,-0.210982817176997,0.147758120196519,0.896622608361287,56,CHRNA7,1stExon,Island
female,cg13986881,-0.0573806729140693,0.472470829632533,0.900527964854661,56,RFC2,TSS1500,Island
female,cg13990976,-0.0106738266160416,0.875161247689265,0.975448884621549,56,PRDM10,Body,OpenSea
female,cg14019670,-0.102140143722024,0.489541866557308,0.902446170474549,56,NCRNA00167,Body,Island
female,cg14060111,-0.0720797269914753,0.792546722478031,0.957980480735122,56,ISM1,TSS1500,Island
female,cg14060898,0.0537794482712909,0.381175256770271,0.896622608361287,56,FANCC,Body,OpenSea
female,cg14082919,-0.0375377846232332,0.537180255546758,0.908604222442227,56,PRDM10,Body,OpenSea
female,cg14088532,0.0726673064183431,0.46744140905786,0.900129207235419,56,FANCC,Body,OpenSea
female,cg14095963,0.0904068948161344,0.385956730926306,0.896622608361287,56,ANKRD55,Body,OpenSea
female,cg14101359,0.18703274734644,0.00446350915940304,0.896622608361287,56,SORBS1,5'UTR,OpenSea
female,cg14113973,-0.00925728219336466,0.931343803673187,0.987127948164677,56,GRB10,5'UTR,N_Shelf
female,cg14115740,-0.0303975539279189,0.81097044376357,0.961945808003462,56,FANCC,5'UTR,Island
female,cg14146092,0.0190775954024451,0.916600583047974,0.984077379434937,56,NCRNA00167,Body,Island
female,cg14148253,0.0233623161713051,0.770393692114826,0.953359423795321,56,COX19,TSS1500,S_Shore
female,cg14167651,0.113827987267761,0.355526652997565,0.896622608361287,56,SV2B,5'UTR,OpenSea
female,cg14174719,0.113133317359392,0.0878419066087046,0.896622608361287,56,SESN2,Body,OpenSea
female,cg14183647,0.0282013767961566,0.741645657989593,0.947206174717619,56,SESN2,Body,Island
female,cg14199570,0.247066395390568,7.28549256859731e-05,0.896622608361287,56,PFDN6,Body,S_Shore
female,cg14206273,-0.18798755717872,0.014923557581592,0.896622608361287,56,CASZ1,Body,OpenSea
female,cg14229655,0.0945171172159269,0.492012744159636,0.902637140947931,56,FANCC,5'UTR,N_Shelf
female,cg14232041,0.179435354365645,0.011403521590296,0.896622608361287,56,RFC2,Body,OpenSea
female,cg14247594,0.0145428081992883,0.829527305968777,0.965664715931131,56,TP53BP2,Body,OpenSea
female,cg14314341,0.0582893776327971,0.48909628687611,0.90241067630744,56,CASZ1,5'UTR,N_Shore
female,cg14315768,0.0633312069534742,0.415841733923169,0.896839789292066,56,CASZ1,5'UTR,N_Shore
female,cg14323204,0.407437537009472,4.82523122320586e-05,0.896622608361287,56,,,Island
female,cg14330119,0.240330670173175,0.229504559527512,0.896622608361287,56,RFC2,TSS200,Island
female,cg14330621,-0.129911575150148,0.0774686394651388,0.896622608361287,56,FANCC,TSS1500,S_Shore
female,cg14332079,0.00415503523264896,0.969687352976283,0.994445971919235,56,KCTD9,TSS1500,Island
female,cg14343107,-0.0142773770578887,0.850330939809189,0.970035227748412,56,BUB1B,Body,S_Shore
female,cg14347383,0.140294417535785,0.0186232005232823,0.896622608361287,56,CASZ1,Body,N_Shelf
female,cg14357055,0.0996349108691348,0.177866602502998,0.896622608361287,56,,,N_Shelf
female,cg14418944,0.107797835362451,0.160089883520041,0.896622608361287,56,FANCC,TSS1500,S_Shore
female,cg14435796,0.0997266734451892,0.154751796627528,0.896622608361287,56,ANKRD55,TSS200,OpenSea
female,cg14493508,0.00272841750377314,0.96895008424203,0.994304898707175,56,COMTD1,Body,Island
female,cg14498492,0.119107606486557,0.135125383064279,0.896622608361287,56,COMTD1,Body,Island
female,cg14520360,0.0397073033610444,0.524631905363662,0.906754721889476,56,POGZ,3'UTR,S_Shelf
female,cg14522047,0.143812278395006,0.113381948737568,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg14537015,0.135576347528403,0.174410528400901,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg14565164,0.107061627647491,0.145219150828042,0.896622608361287,56,FANCC,5'UTR,S_Shelf
female,cg14569352,0.153282378504932,0.0579050272127872,0.896622608361287,56,GRB10,5'UTR,OpenSea
female,cg14579118,0.147628831756887,0.13167588213916,0.896622608361287,56,BLVRA,TSS1500,N_Shore
female,cg14583550,-0.143541222485641,0.129920730708786,0.896622608361287,56,FANCC,5'UTR,N_Shelf
female,cg14598721,0.0360718566096411,0.759222883552904,0.951000536876681,56,GRB10,Body,OpenSea
female,cg14609733,0.13366785294353,0.130780693689363,0.896622608361287,56,ANKRD55,TSS1500,OpenSea
female,cg14633742,-0.0441657813953458,0.52100303950697,0.906117506022938,56,FANCC,5'UTR,OpenSea
female,cg14650464,0.163307146290141,0.540964358799826,0.909089603832035,56,FANCC,Body,OpenSea
female,cg14742186,0.122930853972601,0.255782769680579,0.896622608361287,56,KCNK17,3'UTR,OpenSea
female,cg14747225,0.101907352574645,0.353703076887653,0.896622608361287,56,SNRNP25,TSS1500,N_Shore
female,cg14768598,0.0473271523812742,0.660295819417005,0.930471576894574,56,CASZ1,5'UTR,S_Shelf
female,cg14778644,0.0988512557366458,0.233393049876142,0.896622608361287,56,KCTD9,TSS1500,S_Shore
female,cg14801864,0.0502875633409772,0.622274112287375,0.923188041948462,56,BFSP1,TSS1500,OpenSea
female,cg14806103,0.0503280626874815,0.565630561951601,0.912984440530807,56,MTBP,TSS1500,N_Shore
female,cg14819399,-0.0842951437614562,0.27330451698147,0.896622608361287,56,LRIT3,TSS1500,OpenSea
female,cg14825383,0.108247240237586,0.254097276331244,0.896622608361287,56,SV2B,5'UTR,OpenSea
female,cg14827528,0.0358204118945794,0.562494382559304,0.912514312800906,56,C1QBP,Body,N_Shelf
female,cg14863489,-0.00294752284585076,0.970427112432882,0.99458165568353,56,MTBP,TSS1500,N_Shore
female,cg14865393,0.0942525613423294,0.244663420987701,0.896622608361287,56,CASZ1,5'UTR,Island
female,cg14872888,-0.142811904024095,0.30450110940859,0.896622608361287,56,DNAL4,5'UTR,Island
female,cg14923124,0.0863112708508025,0.305392627135152,0.896622608361287,56,BUB1B,Body,S_Shelf
female,cg14936234,0.0791741878047173,0.346593949720101,0.896622608361287,56,CREB3L2,Body,N_Shore
female,cg14988396,-0.184202456223197,0.194852324235494,0.896622608361287,56,CDCA2,TSS200,Island
female,cg15031409,0.0932653825523259,0.185472629048132,0.896622608361287,56,CASZ1,Body,N_Shore
female,cg15045084,0.081181015430609,0.251427779896702,0.896622608361287,56,SLC26A1,TSS1500,N_Shelf
female,cg15058036,0.0606282326729213,0.416036641699828,0.896839789292066,56,IDUA,Body,N_Shore
female,cg15063715,0.0152609132231632,0.857768235026416,0.971658000736362,56,CASZ1,TSS1500,S_Shore
female,cg15076481,0.0557600910538418,0.514676454024267,0.905230824566732,56,RFC2,Body,N_Shelf
female,cg15097551,0.124169364196322,0.479570796510355,0.901053800552215,56,RFC2,Body,OpenSea
female,cg15099410,0.0443388924565977,0.52931988842567,0.907341021412326,56,SESN2,TSS200,Island
female,cg15134583,0.0648118086253568,0.583247121641655,0.915917425522888,56,TP53BP2,Body,OpenSea
female,cg15135999,-0.00479307673069439,0.959837856830462,0.992655969843949,56,ATR,Body,Island
female,cg15138543,0.298204550921655,0.407126542432799,0.896622608361287,56,IDUA,Body,S_Shore
female,cg15141173,0.058117357303719,0.317496878355637,0.896622608361287,56,CSRNP2,Body,OpenSea
female,cg15155408,0.0562205178459604,0.559365981041107,0.912016561497406,56,TUBE1,TSS1500,S_Shore
female,cg15161309,-0.00498745353719394,0.950107115833253,0.990701401346569,56,CASZ1,Body,N_Shore
female,cg15161393,0.110349253547353,0.067580955749565,0.896622608361287,56,CASZ1,5'UTR,N_Shelf
female,cg15183092,0.0836207726132608,0.205495604723299,0.896622608361287,56,ATG9B,3'UTR,Island
female,cg15197893,0.13809890560213,0.216798626690249,0.896622608361287,56,POGZ,5'UTR,OpenSea
female,cg15288366,0.0200937740386236,0.8803752702237,0.976500156084668,56,ANKRD55,Body,OpenSea
female,cg15291273,0.00316301457567998,0.980415174474052,0.996437558949809,56,ATR,TSS200,Island
female,cg15336237,0.0814125612859537,0.255786189868735,0.896622608361287,56,RFC2,5'UTR,N_Shore
female,cg15336438,0.0894342961153587,0.280667952213446,0.896622608361287,56,COMTD1,Body,Island
female,cg15352537,0.081323309901948,0.314962406801502,0.896622608361287,56,POGZ,1stExon,OpenSea
female,cg15357165,0.0424699015318701,0.48022891079853,0.901209008855538,56,FANCC,Body,OpenSea
female,cg15358855,0.0640745141848429,0.50516398752697,0.904123720460703,56,PRDM10,Body,OpenSea
female,cg15431103,0.0749593341263539,0.55340821661618,0.911115202678386,56,ANKRD55,Body,OpenSea
female,cg15437651,0.0455031415970011,0.625603203257486,0.923743827043742,56,INTU,TSS200,OpenSea
female,cg15472179,0.12933152233171,0.150538741075282,0.896622608361287,56,UBXN1,TSS1500,S_Shore
female,cg15480357,0.0380248260725501,0.616020355416286,0.92198556633916,56,ATR,TSS1500,S_Shore
female,cg15481858,-0.0945352488495538,0.219550406744115,0.896622608361287,56,TP53BP2,Body,OpenSea
female,cg15490335,0.0570083864141241,0.439687106233802,0.897859322482692,56,CASZ1,Body,N_Shelf
female,cg15501674,0.032396922538196,0.730572376969911,0.945019600279488,56,SV2B,3'UTR,Island
female,cg15546607,0.024699862486856,0.909699281002492,0.982570383660384,56,CHRNA7,Body,Island
female,cg15565231,0.00676737153998007,0.935315095710424,0.987844909093247,56,GRB10,TSS1500,S_Shore
female,cg15580075,0.00166235979723815,0.982300640734532,0.99679698041939,56,NCRNA00167,TSS1500,N_Shore
female,cg15585190,0.0783185370295076,0.288376011894293,0.896622608361287,56,DSP,Body,OpenSea
female,cg15597109,0.076463909160926,0.411031117153704,0.896707153134429,56,CASZ1,Body,N_Shelf
female,cg15605567,0.114816609984831,0.109313947707011,0.896622608361287,56,DSP,Body,OpenSea
female,cg15667493,0.00270243478136005,0.981414812338554,0.996618462649717,56,ANKRD55,Body,OpenSea
female,cg15679325,0.0765500049933202,0.441370065232431,0.89794706774237,56,KCTD9,TSS1500,Island
female,cg15700160,0.0955029859570857,0.370096059238231,0.896622608361287,56,TP53BP2,TSS1500,Island
female,cg15707747,0.0470389892808922,0.543705951243109,0.9095723608953,56,IDUA,TSS1500,N_Shore
female,cg15728966,0.0851444500909101,0.184498939846081,0.896622608361287,56,BLVRA,Body,OpenSea
female,cg15763935,-0.0806116314855473,0.221439738467759,0.896622608361287,56,TUBE1,Body,OpenSea
female,cg15774495,0.0542004741073511,0.618576591316163,0.922430006792343,56,GRB10,TSS1500,Island
female,cg15778867,-0.0459486635970199,0.6208882371916,0.922920640082197,56,MIR548H3,Body,OpenSea
female,cg15783470,0.126921305346241,0.0401826420120865,0.896622608361287,56,COX19,Body,S_Shelf
female,cg15839482,-0.0506938363316118,0.21945288859717,0.896622608361287,56,RPS2P32,Body,Island
female,cg15842800,0.0111586420773731,0.896985023665711,0.979972585138572,56,,,OpenSea
female,cg15875609,0.0402360694728603,0.656635998513789,0.929762582987659,56,PAK6,5'UTR,OpenSea
female,cg15901199,0.000697282946947972,0.990897507576272,0.998282213042367,56,POGZ,TSS1500,S_Shore
female,cg15907228,-0.0573409718715015,0.752764674641868,0.949515426270142,56,BFSP1,TSS200,Island
female,cg15966198,0.0427549639773474,0.59526533388281,0.917944728234436,56,RFC2,TSS200,Island
female,cg15975598,-0.00278939175984664,0.97355050329762,0.995146671145939,56,CREB3L2,Body,OpenSea
female,cg15975832,0.0876397893122281,0.454757586459363,0.899042234240155,56,TP53BP2,Body,N_Shelf
female,cg15989983,0.102984330253425,0.265628915924511,0.896622608361287,56,FANCC,Body,OpenSea
female,cg15997773,0.00155550837355988,0.980001842707206,0.996378375083176,56,BLVRA,TSS200,Island
female,cg16004814,0.262055363951277,0.0439424624691645,0.896622608361287,56,COMTD1,TSS1500,S_Shore
female,cg16006970,0.0212596098514806,0.774438374906772,0.954266869035736,56,LINC00167,Body,Island
female,cg16016288,0.111528663079984,0.128491471487248,0.896622608361287,56,LRIT3,TSS1500,OpenSea
female,cg16028934,0.0686252410421504,0.315968346713425,0.896622608361287,56,TP53BP2,TSS1500,Island
female,cg16031872,-0.0240748049012716,0.808145768390359,0.961385911702868,56,ATR,5'UTR,Island
female,cg16035633,0.03275536974375,0.712126492417737,0.94114860083915,56,NOS3,3'UTR,OpenSea
female,cg16055334,0.0337916822075714,0.624349267786091,0.923475943475299,56,COX19,Body,Island
female,cg16058498,0.0488117950272372,0.591085713388348,0.917302334219709,56,GRB10,5'UTR,OpenSea
female,cg16084822,0.472018320324443,2.15787620927766e-05,0.896622608361287,56,,,OpenSea
female,cg16101008,0.0930681015618812,0.465508692160691,0.899970754422105,56,CASZ1,3'UTR,Island
female,cg16120244,0.0543039295493977,0.403955767809154,0.896622608361287,56,CASZ1,Body,N_Shore
female,cg16131203,0.0898986305134803,0.509169427937372,0.904542331615884,56,PRDM10,Body,OpenSea
female,cg16135995,0.0114580095857323,0.941310586955342,0.988924393315047,56,RFC2,TSS200,Island
female,cg16156228,-0.0138673825469041,0.853668506202902,0.970813446337247,56,ATR,Body,OpenSea
female,cg16166054,0.0387130276784614,0.735506600791538,0.945942012926325,56,PRDM10,Body,OpenSea
female,cg16167502,-0.00185293453977758,0.976870993242707,0.995777704676616,56,POGZ,Body,OpenSea
female,cg16189722,0.119963338052419,0.346135709255772,0.896622608361287,56,RFC2,TSS200,Island
female,cg16192068,0.104786486601845,0.0968539131549381,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg16197684,0.217351652972114,0.000197439786180746,0.896622608361287,56,BAT4,Body,N_Shore
female,cg16198851,0.112388478773155,0.185920827342619,0.896622608361287,56,BLVRA,5'UTR,Island
female,cg16204552,0.0290647390828108,0.766170439026856,0.952429425612741,56,RPS2P32,Body,S_Shore
female,cg16226745,-0.00227261375522528,0.97084970259541,0.994675006757138,56,SV2B,5'UTR,Island
female,cg16238819,0.0605589205876789,0.652492526028035,0.928800764643348,56,CASZ1,5'UTR,Island
female,cg16239041,-0.0660374683548468,0.41084558428876,0.896707153134429,56,FANCC,Body,OpenSea
female,cg16245431,0.102282514361715,0.294169456595659,0.896622608361287,56,COX19,3'UTR,N_Shelf
female,cg16301926,0.145694296950468,0.225524383160289,0.896622608361287,56,SV2B,5'UTR,OpenSea
female,cg16306644,0.00110315911154275,0.987678891121609,0.997823129707671,56,COX19,3'UTR,N_Shore
female,cg16324497,0.0379258950491134,0.631708590453787,0.924773557661406,56,PRDM10,5'UTR,OpenSea
female,cg16346321,-0.114999334253577,0.306050964969402,0.896622608361287,56,CASZ1,Body,S_Shore
female,cg16349612,0.0618201986939362,0.352932868448966,0.896622608361287,56,GRB10,5'UTR,N_Shore
female,cg16392086,0.0829420833668472,0.142668451801612,0.896622608361287,56,UBXN1,Body,N_Shore
female,cg16401490,0.0256646398786231,0.821841959874863,0.964198662088022,56,CASZ1,Body,N_Shelf
female,cg16404342,0.0843025884839343,0.486773306365626,0.902107406741431,56,COX19,TSS200,Island
female,cg16404364,0.0733196993236162,0.264006769355786,0.896622608361287,56,COX19,3'UTR,N_Shore
female,cg16417563,-0.0122612852614368,0.935432699542177,0.987863066926766,56,GABARAPL1,1stExon,Island
female,cg16420354,0.117728269185823,0.0682836017486206,0.896622608361287,56,NOS3,5'UTR,OpenSea
female,cg16436377,0.0906808644081389,0.213918541173248,0.896622608361287,56,CASZ1,Body,Island
female,cg16450086,0.186257284437705,0.0423052779062312,0.896622608361287,56,GRB10,5'UTR,OpenSea
female,cg16450821,-0.0413314780127221,0.544111777398141,0.909608546052762,56,KCTD9,Body,Island
female,cg16473733,-0.0540165075616117,0.462454484815606,0.899777935780402,56,BFSP1,TSS1500,S_Shore
female,cg16479592,0.0934560733995894,0.287038524828005,0.896622608361287,56,GABARAPL1,Body,OpenSea
female,cg16501561,0.0443469068710612,0.50090629915845,0.903532153515551,56,ANKRD55,Body,OpenSea
female,cg16514063,-0.0110876467241965,0.890882297290146,0.978697188006745,56,TP53BP2,Body,OpenSea
female,cg16523380,-0.199969697190566,0.186638406943464,0.896622608361287,56,CASZ1,TSS200,Island
female,cg16531715,0.065447268923723,0.536222639466363,0.908394983788389,56,CASZ1,5'UTR,OpenSea
female,cg16535493,0.0746891573926741,0.434263449121039,0.897720091919487,56,GRB10,TSS1500,S_Shore
female,cg16577607,-0.0902014203828078,0.61053838032185,0.920960016873852,56,SESN2,TSS200,Island
female,cg16595404,-0.0418079781596679,0.613861018650348,0.921619115332145,56,CDC123,5'UTR,Island
female,cg16601515,-0.208442815755453,0.272151944513867,0.896622608361287,56,DNAL4,TSS200,S_Shore
female,cg16663063,-0.043377671195942,0.554450025314738,0.911207085529942,56,SV2B,Body,OpenSea
female,cg16669388,0.06073373640571,0.533465240128107,0.907916946221907,56,FANCC,Body,OpenSea
female,cg16670742,0.130889137547874,0.214191421404959,0.896622608361287,56,BLVRA,Body,OpenSea
female,cg16739092,0.0492332839975543,0.72249785153901,0.943070607577864,56,BFSP1,Body,OpenSea
female,cg16739342,0.1981946662975,0.00923689351639116,0.896622608361287,56,NUDT5,Body,OpenSea
female,cg16767274,-0.00876423670774258,0.881257408055692,0.976667156118017,56,BLVRA,Body,OpenSea
female,cg16817180,0.0679974253089988,0.253965412178478,0.896622608361287,56,IDUA,Body,Island
female,cg16821394,0.217420245605104,0.140865795521047,0.896622608361287,56,NDFIP1,Body,Island
female,cg16826856,0.0690668835398632,0.337435248574608,0.896622608361287,56,GRB10,5'UTR,OpenSea
female,cg16868776,0.00451735153739929,0.956381711395224,0.991844100759865,56,SLC26A1,Body,OpenSea
female,cg16904639,0.0956447638057711,0.266876731142768,0.896622608361287,56,TP53BP2,Body,N_Shore
female,cg16945249,-0.0573005572029232,0.424339728942905,0.897322974271316,56,GRB10,5'UTR,OpenSea
female,cg16960292,0.00688025996348673,0.958905199691345,0.992446862173387,56,GRB10,Body,OpenSea
female,cg16983588,0.0632935604193736,0.587908849786112,0.916595493006944,56,PRDM10,Body,OpenSea
female,cg17000427,-0.247550847544259,0.0714347668313497,0.896622608361287,56,IDUA,Body,Island
female,cg17021527,0.113812700791011,0.0908555039895802,0.896622608361287,56,POGZ,TSS1500,S_Shore
female,cg17027138,0.115883816267809,0.100549056609657,0.896622608361287,56,ANKRD55,TSS200,OpenSea
female,cg17061821,0.153886913846235,0.161054044082216,0.896622608361287,56,ST3GAL5,Body,OpenSea
female,cg17069650,0.012065432523541,0.846092566901504,0.969229444763232,56,RFC2,Body,OpenSea
female,cg17100154,0.150587399998229,0.130024812787475,0.896622608361287,56,PIANP,5'UTR,N_Shore
female,cg17106526,0.0575874831720932,0.504300172904372,0.904054627014326,56,BFSP1,3'UTR,OpenSea
female,cg17137380,-0.0177328052082257,0.832782056456821,0.966306198069748,56,C1QBP,TSS200,Island
female,cg17158913,0.095661715929249,0.370952692506438,0.896622608361287,56,CASZ1,5'UTR,Island
female,cg17161883,0.0344841988690314,0.682242923359151,0.934928271928936,56,KCTD9,TSS1500,Island
female,cg17177074,-0.0381509378201318,0.622708305871523,0.923237501647283,56,CASZ1,5'UTR,OpenSea
female,cg17221941,0.145466510720787,0.0753821697317696,0.896622608361287,56,CASZ1,Body,OpenSea
female,cg17226566,-0.0570907115772324,0.523572623266758,0.906539991201723,56,COMTD1,Body,Island
female,cg17233022,0.0238270898417628,0.802099487969176,0.96002179265254,56,SESN2,TSS1500,N_Shore
female,cg17240496,-0.0351648209145266,0.612262894966236,0.9212664174055,56,UBXN1,1stExon,Island
female,cg17244801,-0.0209729195019882,0.785463130853581,0.956337958019839,56,CASZ1,5'UTR,Island
female,cg17256227,0.101511397111655,0.209146266564475,0.896622608361287,56,TUBE1,Body,N_Shelf
female,cg17270248,0.0733261535751594,0.44774944304445,0.898440536417244,56,CASZ1,5'UTR,OpenSea
female,cg17323243,-0.0807248399528127,0.493591191422055,0.90286984523959,56,NDFIP1,TSS200,N_Shore
female,cg17324366,-0.129004187997775,0.111071538878725,0.896622608361287,56,CREB3L2,1stExon,Island
female,cg17337427,0.155101531234906,0.108241839558735,0.896622608361287,56,SV2B,5'UTR,OpenSea
female,cg17347828,0.0595481005084455,0.589612149711043,0.916953247414844,56,NDFIP1,Body,OpenSea
female,cg17400489,0.105236401388207,0.116997399269837,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg17429236,0.0413784865134613,0.673496306436466,0.933228073882272,56,NOS3,Body,OpenSea
female,cg17469779,0.0574983349672767,0.519203765615315,0.905773922542066,56,LRIT3,TSS200,OpenSea
female,cg17491339,0.15233547212462,0.0389923243332508,0.896622608361287,56,SNTG2,Body,OpenSea
female,cg17493633,0.132194130863572,0.103978069691326,0.896622608361287,56,BFSP1,Body,OpenSea
female,cg17515744,0.104557680667358,0.252849316889694,0.896622608361287,56,DNAL4,TSS200,S_Shore
female,cg17557679,-0.046382136901457,0.552191255761353,0.910855928492195,56,INTU,Body,OpenSea
female,cg17577695,0.00251903595512702,0.977937178196698,0.995975379792906,56,ANKRD55,3'UTR,OpenSea
female,cg17580526,0.110235840716181,0.218847480316426,0.896622608361287,56,NOS3,Body,N_Shore
female,cg17584035,0.0644841580693034,0.385621506578202,0.896622608361287,56,SLC26A1,Body,Island
female,cg17586365,0.107138506673314,0.322432566532185,0.896622608361287,56,NUDT5,1stExon,Island
female,cg17602823,0.0209158519571158,0.828661131371282,0.965497795808266,56,SESN2,Body,Island
female,cg17613707,0.128517260918192,0.0710629319652724,0.896622608361287,56,ANKRD55,Body,OpenSea
female,cg17627813,0.106144361235141,0.167241530929851,0.896622608361287,56,PRDM10,TSS1500,OpenSea
female,cg17658118,0.0935818283801842,0.202110388099602,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg17683529,0.102400069940275,0.256387772048357,0.896622608361287,56,ANKRD55,Body,OpenSea
female,cg17690263,0.0579986586152682,0.367663765985516,0.896622608361287,56,NOS3,1stExon,OpenSea
female,cg17732894,0.107365885182984,0.200035969509123,0.896622608361287,56,COX19,3'UTR,N_Shelf
female,cg17737867,0.114787667625469,0.153458711368961,0.896622608361287,56,BLVRA,5'UTR,OpenSea
female,cg17739152,-0.016448553204372,0.894226382884174,0.979386073863998,56,GRB10,Body,OpenSea
female,cg17748645,0.018810837677948,0.826469833981175,0.965111784265933,56,KCNK17,Body,N_Shore
female,cg17819489,0.0160933018664325,0.847840171715302,0.969499810895797,56,GRB10,TSS1500,S_Shore
female,cg17907583,0.101840804069931,0.133814009297888,0.896622608361287,56,SNORD9,TSS1500,OpenSea
female,cg17932607,0.0961525071422361,0.360348669611157,0.896622608361287,56,CASZ1,5'UTR,OpenSea
female,cg17944110,0.00450747100843002,0.95744647723125,0.992104203860141,56,CASZ1,1stExon,Island
female,cg17945282,-0.0131695180148067,0.880129897577994,0.97647248156487,56,ATR,TSS1500,S_Shore
female,cg17971798,0.074481508365343,0.412781477141446,0.896787527627792,56,MTBP,TSS1500,N_Shore
female,cg17980032,0.050241968369041,0.5759966386946,0.91456952432981,56,NOS3,3'UTR,OpenSea
female,cg18001180,-0.0722153380926118,0.74015892670224,0.946890936532101,56,KCNK17,Body,Island
female,cg18039797,0.0149374216874529,0.874890843347899,0.975382686925243,56,BUB1B,Body,OpenSea
female,cg18047172,0.0292155516388618,0.733726031710872,0.945670089649148,56,GRB10,Body,OpenSea
female,cg18075287,-0.0753370025057086,0.556254484464946,0.911478418657048,56,GABARAPL1,TSS200,Island
female,cg18091615,0.0666188389596762,0.362787447040015,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg18144285,0.00326970640615829,0.975911283698912,0.995563527979099,56,SV2B,TSS200,Island
female,cg18162373,-0.00863472722555443,0.910495124151352,0.982736339456989,56,POGZ,Body,OpenSea
female,cg18168751,0.0927970533891301,0.299171823867321,0.896622608361287,56,SLC26A1,Body,OpenSea
female,cg18195172,0.081877637652735,0.305589058181556,0.896622608361287,56,FANCC,Body,OpenSea
female,cg18220719,0.117122413876787,0.275992881973274,0.896622608361287,56,DSC3,TSS1500,S_Shore
female,cg18232828,0.0027504674331262,0.969179338499144,0.994345384958319,56,CASZ1,5'UTR,OpenSea
female,cg18236877,0.0079575342246293,0.934643505409312,0.987734416786015,56,CASZ1,Body,OpenSea
female,cg18271964,0.0805141148723157,0.24479255687614,0.896622608361287,56,CASZ1,Body,OpenSea
female,cg18285692,0.0366585358787636,0.747431528848663,0.94840701118418,56,PIANP,5'UTR,Island
female,cg18289746,-0.0620226553246025,0.578500420252337,0.915042120336346,56,TUBE1,5'UTR,Island
female,cg18293664,0.105488612765312,0.142550461990724,0.896622608361287,56,ANKRD55,Body,OpenSea
female,cg18346784,-0.0552602689947747,0.532894571201965,0.907819022347575,56,CASZ1,5'UTR,Island
female,cg18350186,0.180837367607479,0.538121998485788,0.908733347288887,56,TUBE1,5'UTR,Island
female,cg18437144,0.103440021278925,0.0973656628162324,0.896622608361287,56,CASZ1,5'UTR,OpenSea
female,cg18444122,0.0988927607215541,0.449196270149641,0.898619683481995,56,CREB3L2,1stExon,Island
female,cg18450658,0.103351532216549,0.139484799398002,0.896622608361287,56,FANCC,5'UTR,OpenSea
female,cg18454288,0.0405452729158941,0.636431788075125,0.925763338466644,56,GRB10,TSS1500,Island
female,cg18484654,0.066528971893651,0.455001871652697,0.899052674155689,56,LRIT3,Body,OpenSea
female,cg18495204,0.0879028803041728,0.3420518529295,0.896622608361287,56,CASZ1,5'UTR,S_Shore
female,cg18539865,0.0625185662968572,0.583306927489011,0.915934854190921,56,CASZ1,5'UTR,OpenSea
female,cg18547377,0.196226294421227,0.00568828853039906,0.896622608361287,56,SV2B,5'UTR,OpenSea
female,cg18548666,0.0958321770494542,0.195719584675417,0.896622608361287,56,CREB3L2,Body,OpenSea
female,cg18572759,0.0936576329278229,0.262982908550442,0.896622608361287,56,GABARAPL1,TSS1500,N_Shore
female,cg18600074,0.0656244935147092,0.366604868938193,0.896622608361287,56,FANCC,Body,OpenSea
