sex,gene,in_eQTL_MR_panel,in_mQTL_MR_panel,eQTL_MR_OR,eQTL_MR_pval,eQTL_MR_FDR,eQTL_MR_direction,eQTL_MHC_region,eQTL_MR_significant,mQTL_candidate_cpg,mQTL_cpg_chr,mQTL_cpg_pos_hg19,mQTL_instrument_available,mQTL_MR_beta,mQTL_MR_pval,mQTL_MR_significant,DEG_logFC,DEG_adjP,DEG_direction,DEG_significant,DMP_top_cpg,DMP_cpg_chr,DMP_cpg_pos_hg19,DMP_dbeta,DMP_fdr_bacon,DMP_direction,DMP_genomewide_significant,DMP_suggestive_only,DMR_id,DMR_ncpgs,DMR_meandiff,DMR_fdr,DMR_direction,DMR_significant,direction_combo,methylation_significant_DMP_or_DMR,cross_omics_significant_both_layers,cross_omics_significant_DEG_and_DMR
female,PM20D2,FALSE,TRUE,,,,,,FALSE,cg02120739,chr6,89855505,FALSE,,,FALSE,0.306445801118783,0.000135732161770028,Up in RA,TRUE,cg02120739,chr6,89855505,0.0212732576555366,0.299864209365515,hyper,FALSE,FALSE,chr6:89855447-89855994,8,0.00506249899665937,0.0337632348890889,hyper,TRUE,hyper / up,TRUE,FALSE,TRUE
female,RETSAT,TRUE,FALSE,0.921065916869261,0.00101968576686932,0.0528075407871727,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.125506673916687,0.0132183762289325,Down in RA,TRUE,cg11109266,chr2,85581647,0.00991435016930917,0.610533688702653,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,SH2B1,TRUE,FALSE,0.494438098803797,0.000150005954685717,0.0101644034895042,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.148717991327385,3.74929490850511e-05,Down in RA,TRUE,cg08882774,chr16,28875105,0.0147404800478746,0.394202691620714,hyper,FALSE,FALSE,chr16:28875557-28875725,2,0.00825623950997652,0.352681616759543,hyper,FALSE,hyper / down,FALSE,FALSE,FALSE
female,SMARCC2,TRUE,FALSE,0.759885992109568,0.000110000802852539,0.00776422333467507,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.335937600753869,5.15891174894472e-10,Down in RA,TRUE,cg01597255,chr12,56583490,0.027491158238706,0.759529338715641,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,SMC5,FALSE,TRUE,,,,,,FALSE,cg21740204,chr9,72873544,FALSE,,,FALSE,0.0761641502132293,0.123947938197228,ns,FALSE,cg21740204,chr9,72873544,0.0202214481792457,0.022457500966292,hyper,TRUE,FALSE,chr9:72873345-72874251,5,0.00979816424277251,0.0343307214199627,hyper,TRUE,,TRUE,FALSE,FALSE
female,SNHG3-RCC1,FALSE,TRUE,,,,,,FALSE,cg26793226,chr1,28832573,FALSE,,,FALSE,,,not measured,FALSE,cg26793226,chr1,28832573,0.0102206995577127,0.136175094190409,hyper,FALSE,TRUE,,,,,no overlapping DMR,FALSE,,FALSE,FALSE,FALSE
female,VARS2,TRUE,FALSE,1.20314855801973,1.08491233463013e-16,3.06306915810575e-14,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.125079445438123,0.00949827743508733,Down in RA,TRUE,cg05103231,chr6,30881664,-0.0110168340603607,0.556141307607664,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
female,VPS52,TRUE,FALSE,0.413627456257591,4.19922834391828e-24,1.77837320364939e-21,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.14324106128392,4.37746436025416e-05,Down in RA,TRUE,cg26418433,chr6,33239716,0.0136146881444843,0.259535605597257,hyper,FALSE,FALSE,chr6:33238957-33240388,39,0.00617663463342582,0.0370026917353632,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
female,WDR46,TRUE,FALSE,4.53110852446203,5.20120980120305e-42,4.40542470161898e-39,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.242986146697159,1.53712564059159e-08,Down in RA,TRUE,cg07340473,chr6,33256962,0.0172656082559822,0.337959431147171,hyper,FALSE,FALSE,chr6:33244752-33247141,56,0.0054993995186724,0.0222873627237108,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
female,ZBTB9,TRUE,FALSE,1.58920045682423,4.59967244315989e-06,0.000410097111511203,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.133532332924897,0.0049791268622724,Down in RA,TRUE,cg00417835,chr6,33422816,0.019252438785944,0.416250774342449,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,ZNF785,TRUE,FALSE,1.89541773562384,0.000100000174476049,0.00736523024184469,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.17081903509679,0.000574435503752287,Down in RA,TRUE,cg04206329,chr16,30597253,-0.00508752374070687,0.439849152773055,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
