cpg,module
cg12758451,cyan
cg26365299,cyan
cg26922917,grey
cg15013768,cyan
cg06942027,cyan
cg03957420,grey
cg26856965,cyan
cg16303686,cyan
cg09156097,grey
cg04861263,cyan
cg03998338,grey
cg14155482,cyan
cg20956634,cyan
cg15160843,cyan
cg26758338,blue
cg11057457,cyan
cg08074201,cyan
cg09732150,cyan
cg02673002,grey
cg13665998,grey
cg11658970,blue
cg05002314,blue
cg09791621,grey
cg13860785,blue
cg14992035,blue
cg04871330,cyan
cg26666968,blue
cg11076275,blue
cg12600418,cyan
cg04154027,grey
cg15451585,darkorange
cg05502662,cyan
cg14026747,blue
cg13530938,grey
cg20959907,grey
cg11696475,cyan
cg16100845,blue
cg24394819,blue
cg26741686,grey
cg19981263,cyan
cg02728595,cyan
cg11821269,cyan
cg14781635,blue
cg05105529,grey
cg18862597,grey
cg14608422,cyan
cg18207099,blue
cg18447772,cyan
cg05217468,grey
cg26408565,grey
cg05529236,grey
cg02891332,cyan
cg07484894,cyan
cg00267054,cyan
cg13196826,grey
cg25867726,cyan
cg14224441,blue
cg06381587,cyan
cg10799055,grey
cg07430988,cyan
cg19461383,grey
cg10208897,grey
cg01055610,cyan
cg26550851,blue
cg19831031,cyan
cg05124021,grey
cg04825215,grey
cg12235988,cyan
cg27322699,lightgreen
cg11928000,cyan
cg11956825,cyan
cg00553120,cyan
cg12233208,cyan
cg16488304,cyan
cg26161170,cyan
cg05076167,cyan
cg02532518,grey
cg24890023,grey
cg19447671,grey
cg20272280,cyan
cg20973347,cyan
cg16850897,grey
cg02370373,lightgreen
cg22028544,brown
cg20946056,cyan
cg26600753,grey
cg09363841,blue
cg08781755,grey
cg03975104,cyan
cg01168283,cyan
cg13468174,grey
cg09399716,grey
cg12648931,grey
cg16448620,cyan
cg12485685,blue
cg10214058,cyan
cg20568147,blue
cg13904806,grey
cg25487775,grey
cg12339802,grey
cg02964356,blue
cg26287612,cyan
cg00369241,grey
cg23226358,cyan
cg13557804,blue
cg08268266,cyan
cg18699744,grey
cg23614428,blue
cg23268914,cyan
cg08252887,cyan
cg13026587,cyan
cg24410256,cyan
cg24693447,cyan
cg04307710,blue
cg01819863,cyan
cg07113870,blue
cg16484943,cyan
cg20128772,blue
cg23705119,cyan
cg03544320,grey
cg24909753,blue
cg02537221,cyan
cg01816997,cyan
cg22189786,grey
cg19778737,cyan
cg15501359,cyan
cg12342675,grey
cg03214277,cyan
cg23333723,blue
cg26082690,cyan
cg18803045,grey
cg26707398,grey
cg06572093,grey
cg01970638,cyan
cg21915509,cyan
cg13132497,grey
cg20475000,cyan
cg23517607,cyan
cg21972156,cyan
cg02036832,cyan
cg22052758,cyan
cg13019149,cyan
cg07765659,grey
cg27154418,grey
cg03176411,cyan
cg16916165,blue
cg07688416,cyan
cg13668544,cyan
cg11621586,cyan
cg23089673,cyan
cg04863573,cyan
cg01411142,grey
cg08974450,grey
cg19474029,cyan
cg25796445,cyan
cg25215594,blue
cg04307927,grey
cg19446018,cyan
cg00292857,cyan
cg27036341,blue
cg08277382,cyan
cg19196401,grey
cg02140159,blue
cg07844021,cyan
cg27298420,blue
cg05173737,grey
cg14852134,cyan
cg07388801,cyan
cg04985582,grey
cg00746864,cyan
cg06679296,grey
cg12858909,cyan
cg10017293,cyan
cg22237300,grey
cg14580848,cyan
cg19968421,cyan
cg15690092,cyan
cg25390787,grey
cg14893889,grey
cg04717802,grey
cg04996158,cyan
cg19249678,cyan
cg21822573,cyan
cg03128011,grey
cg24573310,cyan
cg01645676,blue
cg16395953,cyan
cg09255666,cyan
cg13448197,grey
cg20625393,cyan
cg08083251,grey
cg08141395,cyan
cg05664664,cyan
cg10472067,cyan
cg14953804,blue
cg23484655,grey
cg16793043,cyan
cg11447699,cyan
cg12323980,cyan
cg16605590,cyan
cg19540291,blue
cg21483125,cyan
cg23210013,cyan
cg22092811,grey
cg17250082,grey
cg20603181,cyan
cg09800012,cyan
cg23003881,cyan
cg24745548,cyan
cg19452316,cyan
cg19362328,cyan
cg07125991,cyan
cg14955300,cyan
cg27663389,grey
cg06872500,cyan
cg12319143,grey
cg20801464,cyan
cg12209861,blue
cg12891197,cyan
cg12679965,cyan
cg21581287,cyan
cg01517571,grey
cg24079969,cyan
cg16502865,cyan
cg11985321,blue
cg17023776,cyan
cg18469224,blue
cg12192884,blue
cg19787366,cyan
cg20206319,blue
cg25191041,cyan
cg21085022,blue
cg20205877,cyan
cg16164276,cyan
cg08720517,grey
cg26342671,cyan
cg07129212,cyan
cg24833027,grey
cg22817198,grey
cg20846728,grey
cg19106932,grey
cg04899715,grey
cg04143294,cyan
cg20032495,cyan
cg08385995,blue
cg26399396,cyan
cg18026227,cyan
cg15944457,cyan
cg18147485,grey
cg03345454,grey
cg03735496,grey
cg24994173,cyan
cg26749518,grey
cg04059647,blue
cg05267394,grey
cg26220725,grey
cg05125558,cyan
cg02155927,cyan
cg27190206,grey
cg05986044,cyan
cg12255352,blue
cg00238692,blue
cg07159131,blue
cg04028315,grey
cg24850932,cyan
cg02399570,grey
cg20360395,grey
cg25736982,grey
cg14504418,cyan
cg11440486,grey
cg10808198,blue
cg01292486,cyan
cg26429095,cyan
cg26218983,cyan
cg16387046,grey
cg14845962,grey
cg03687532,grey
cg03511311,grey
cg11757033,cyan
cg24600221,blue
cg17648103,cyan
cg10912581,cyan
cg04473020,cyan
cg08578305,cyan
cg19683494,grey
cg26665082,cyan
cg04737131,cyan
cg12314510,cyan
cg03680873,grey
cg08219700,grey
cg11924572,cyan
cg02633599,cyan
cg16127514,grey
cg20269046,cyan
cg23523755,cyan
cg27535677,grey
cg14583365,blue
cg00684529,cyan
cg00559439,cyan
cg04997273,cyan
cg10651319,cyan
cg16139664,cyan
cg26546862,blue
cg03357803,blue
cg24953233,cyan
cg25131247,cyan
cg04210779,blue
cg19070398,grey
cg04287574,grey
cg11798658,cyan
cg17929492,cyan
cg22733073,cyan
cg25148771,cyan
cg23073439,cyan
cg22344793,grey
cg04263685,cyan
cg19963544,blue
cg10164300,cyan
cg04360458,cyan
cg05993306,lightgreen
cg26678649,cyan
cg15996282,grey
cg21001184,cyan
cg23914842,grey
cg02728748,brown
cg12616926,cyan
cg19611193,cyan
cg20051444,cyan
cg23403256,grey
cg05825244,grey
cg01373687,blue
cg25632672,cyan
cg12870705,grey
cg22238209,grey
cg25806100,cyan
cg08045906,blue
cg15933195,cyan
cg04499901,cyan
cg24541871,cyan
cg02779467,cyan
cg27411298,cyan
cg12351126,grey
cg27004170,cyan
cg00101118,cyan
cg01341891,cyan
cg24428877,grey
cg16512163,grey
cg09523171,cyan
cg15928377,cyan
cg15129307,cyan
cg09580214,grey
cg06972019,grey
cg22535103,grey
cg07186094,cyan
cg01013630,cyan
cg18936022,cyan
cg24455359,cyan
cg12575325,cyan
cg17225129,cyan
cg10599456,cyan
cg08186584,blue
cg10624054,grey
cg17504765,blue
cg23542134,cyan
cg08624648,cyan
cg15649774,cyan
cg02212310,cyan
cg04410073,cyan
cg26516362,grey
cg13756768,cyan
cg18880897,cyan
cg18147584,blue
cg09629019,cyan
cg20516472,cyan
cg01143569,cyan
cg10086030,cyan
cg12186219,grey
cg04855216,cyan
cg01422262,cyan
cg14138116,cyan
cg25713309,cyan
cg11873667,cyan
cg27398637,blue
cg02256410,cyan
cg07979357,grey
cg21821990,cyan
cg18214799,cyan
cg14165633,blue
cg11508669,grey
cg19593314,cyan
cg15393004,cyan
cg26153578,cyan
cg26752884,cyan
cg02175309,blue
cg25794830,blue
cg02772682,cyan
cg08330972,grey
cg21599089,cyan
cg24345060,cyan
cg03569616,cyan
cg08525147,blue
cg05281831,cyan
cg00632778,cyan
cg06948985,cyan
cg27083329,grey
cg07162097,blue
cg18028999,grey
cg14743593,cyan
cg15602841,grey
cg07287188,cyan
cg12193927,cyan
cg15906799,cyan
cg17052552,blue
cg09886360,cyan
cg16875108,blue
cg11734019,cyan
cg20686432,cyan
cg11978873,grey
cg00311883,cyan
cg21520933,cyan
cg14625731,grey
cg09247657,blue
cg13331354,cyan
cg19429286,cyan
cg17200161,cyan
cg12006118,grey
cg20973720,grey
cg21746997,grey
cg16274205,grey
cg08133631,grey
cg23022783,blue
cg03530437,blue
cg24641125,cyan
cg13532571,cyan
cg15212418,grey
cg20825892,cyan
cg10855528,cyan
cg27260738,cyan
cg04919811,blue
cg23081670,cyan
cg11189052,grey
cg26393261,blue
cg21051519,grey
cg02286847,cyan
cg18658556,grey
cg12668710,cyan
cg26862690,cyan
cg02121891,cyan
cg12222699,cyan
cg11991866,cyan
cg17467752,cyan
cg12286861,blue
cg03987199,grey
cg21848700,cyan
cg26289871,cyan
cg00069314,cyan
cg25607920,grey
cg23043438,white
cg03031660,grey
cg22560837,cyan
cg09547081,cyan
cg25475056,cyan
cg20634726,blue
cg22918572,cyan
cg08653874,cyan
cg14914809,blue
cg04890036,blue
cg19103175,grey
cg04467278,cyan
cg25353026,cyan
cg26180612,cyan
cg12794421,cyan
cg21994712,grey
cg11552829,blue
cg16016616,cyan
cg17627829,blue
cg18474443,grey
cg00350885,cyan
cg03326215,grey
cg19788015,cyan
cg25029264,grey
cg26530701,cyan
cg01879488,brown
cg00461901,brown
cg03234437,cyan
cg24294529,cyan
cg03178820,cyan
cg01981960,grey
cg22510032,cyan
cg24373308,cyan
cg13792596,blue
cg15364618,grey
cg10987792,cyan
cg17838182,blue
cg07305938,cyan
cg23316818,cyan
cg06583518,cyan
cg14592406,cyan
cg06087619,cyan
cg09785847,cyan
cg27607319,cyan
cg11860760,blue
cg25142702,cyan
cg18630040,grey
cg13007763,blue
cg07876903,cyan
cg20644253,grey
cg06805546,cyan
cg06840659,cyan
cg26039058,cyan
cg27093000,cyan
cg22971216,cyan
cg07063911,blue
cg18774755,cyan
cg13746854,grey
cg05693308,blue
cg19247124,grey
cg11390645,cyan
cg13465838,cyan
cg13322601,blue
cg13550107,cyan
cg18085206,cyan
cg17190403,cyan
cg27417922,cyan
cg24049348,grey
cg05422369,cyan
cg00908822,blue
cg11871345,cyan
cg19060371,cyan
cg27301328,cyan
cg12678451,cyan
cg00288155,cyan
cg09081385,cyan
cg06760423,blue
cg23834363,blue
cg04509607,cyan
cg16599266,cyan
cg05625889,brown
cg14470647,grey
cg03778669,cyan
cg00620629,cyan
cg24924563,cyan
cg20249469,cyan
cg22913584,cyan
cg20141578,grey
cg02072376,cyan
cg26437123,cyan
cg14326210,cyan
cg22800025,cyan
cg06069179,grey
cg17704177,grey
cg05786725,cyan
cg20607287,grey
cg10122910,cyan
cg04566512,grey
cg16435808,cyan
cg06988897,grey
cg11398452,grey
cg04099454,blue
cg17100201,blue
cg13257436,grey
cg19091366,cyan
cg26554952,cyan
cg00443673,cyan
cg17879320,cyan
cg01445689,blue
cg25436886,grey
cg02018764,grey
cg15203566,grey
cg26039829,grey
cg18448581,grey
cg23305440,blue
cg17544762,blue
cg05303408,cyan
cg22277672,cyan
cg14288209,cyan
cg01408127,cyan
cg00551617,grey
cg10535919,cyan
cg14126863,cyan
cg19623624,grey
cg07998290,cyan
cg24431515,grey
cg05903872,blue
cg21418104,blue
cg17221813,grey
cg22527415,cyan
cg20296188,grey
cg11955456,cyan
cg02558537,cyan
cg02162144,grey
cg04507495,cyan
cg15703070,cyan
cg12440927,grey
cg00809820,grey
cg24937727,grey
cg08888203,grey
cg24527560,grey
cg02845274,grey
cg22798984,cyan
cg04252152,blue
cg13716787,cyan
cg04931582,cyan
cg01555270,cyan
cg17216414,cyan
cg12792264,grey
cg25277723,cyan
cg18902440,grey
cg27150010,grey
cg27665377,cyan
cg23502966,grey
cg02324737,cyan
cg06437840,grey
cg10327440,grey
cg10530613,blue
cg21846177,grey
cg24599107,grey
cg09667775,grey
cg12765123,grey
cg20848291,grey
cg27575106,cyan
cg12500731,grey
cg05146416,cyan
cg27284194,grey
cg12849795,grey
cg18976044,grey
cg02792140,brown
cg00146756,grey
cg21567971,grey
cg23606751,cyan
cg06252382,cyan
cg13518792,cyan
cg23249667,cyan
cg00499859,cyan
cg23181861,cyan
cg01580340,grey
cg06476337,cyan
cg19484848,orange
cg00462311,cyan
cg15607103,cyan
cg06564284,cyan
cg25838465,grey
cg23581656,cyan
cg02392688,cyan
cg07307241,cyan
cg13735469,grey
cg18849920,cyan
cg08629417,cyan
cg16168624,cyan
cg14906510,grey
cg15881990,cyan
cg02705895,cyan
cg15470836,cyan
cg11643773,grey
cg24662107,cyan
cg03219922,grey
cg13332474,cyan
cg05966045,cyan
cg06789517,grey
cg07524919,grey
cg12526997,grey
cg03595792,cyan
cg16879452,blue
cg10130662,blue
cg12302189,blue
cg27134147,cyan
cg00940812,cyan
cg07481320,cyan
cg19769967,cyan
cg03256090,grey
cg27100990,grey
cg17736116,blue
cg22530927,blue
cg03448241,blue
cg10907941,cyan
cg02771260,grey
cg11278262,cyan
cg02901790,blue
cg00767948,blue
cg26504421,grey
cg17038216,blue
cg27415032,cyan
cg01106040,cyan
cg09715682,cyan
cg00817464,grey
cg01283332,grey
cg06100899,cyan
cg26481355,cyan
cg11519760,grey
cg09463917,grey
cg11161011,blue
cg08267591,blue
cg21546874,cyan
cg22518046,cyan
cg12762432,cyan
cg27400772,cyan
cg00251875,blue
cg03054684,grey
cg15694180,grey
cg08742780,cyan
cg27662220,cyan
cg22493117,cyan
cg22646311,cyan
cg15926342,cyan
cg02848777,cyan
cg24511782,cyan
cg02128139,cyan
cg27610579,cyan
cg04258219,grey
cg22865501,blue
cg15970035,cyan
cg20703240,cyan
cg13029706,cyan
cg13524748,blue
cg07742374,cyan
cg02930242,cyan
cg14654822,grey
cg23092358,cyan
cg10958487,cyan
cg11056945,cyan
cg14583973,grey
cg15534084,cyan
cg27471464,cyan
cg14155825,grey
cg00335715,grey
cg23926367,blue
cg24310336,grey
cg23478225,blue
cg26552784,cyan
cg03191045,cyan
cg24250549,cyan
cg11492536,blue
cg14789911,grey
cg25591794,grey
cg17398233,cyan
cg27366305,grey
cg26445772,cyan
cg21349645,cyan
cg19092981,grey
cg26357538,cyan
cg15641364,grey
cg14848772,cyan
cg18748888,blue
cg13141192,cyan
cg18464896,cyan
cg17316564,grey
cg08969549,grey
cg00827008,blue
cg06796435,grey
cg21685655,blue
cg15711016,cyan
cg14312538,grey
cg21553524,cyan
cg21334191,blue
cg16667508,grey
cg15027433,blue
cg27641830,cyan
cg13209085,cyan
cg24826892,cyan
cg16406658,cyan
cg07285237,grey
cg27638597,cyan
cg00650762,cyan
cg12481734,grey
cg02313495,grey
cg22155038,blue
cg21816336,cyan
cg12196389,grey
cg19442545,grey
cg16804899,cyan
cg25525163,grey
cg26801047,cyan
cg03486986,grey
cg01388144,cyan
cg11862959,cyan
cg07927426,cyan
cg19988028,cyan
cg11004401,cyan
cg14730097,blue
cg18932726,grey
cg03658716,cyan
cg12206093,cyan
cg06662140,grey
cg23215109,darkorange
cg06131755,grey
cg24577193,cyan
cg22851092,blue
cg24802244,cyan
cg00999904,grey
cg01175433,blue
cg02083989,cyan
cg25993851,cyan
cg13455597,grey
cg13288599,blue
cg21176488,grey
cg18965377,cyan
cg14527262,blue
cg10612867,cyan
cg08172536,cyan
cg01437515,grey
cg14294708,grey
cg17122213,grey
cg06574335,cyan
cg17573068,cyan
cg17693534,blue
cg23407507,cyan
cg22825116,grey
cg20111703,cyan
cg13359054,cyan
cg19782173,cyan
cg14733161,cyan
cg02167713,grey
cg25677261,grey
cg24676486,cyan
cg21728101,grey
cg16004911,cyan
cg02538825,orange
cg06866005,cyan
cg07240554,cyan
cg19609284,cyan
cg12073754,cyan
cg15829088,grey
cg20123915,cyan
cg07917502,cyan
cg16773067,grey
cg14954143,cyan
cg20601620,brown
cg13497506,cyan
cg18395988,cyan
cg06391894,cyan
cg14413050,grey
cg00329748,cyan
cg21486411,lightgreen
cg18634211,grey
cg06068627,cyan
cg18245890,cyan
cg18782736,cyan
cg20048870,cyan
cg09709656,blue
cg18200038,blue
cg14350958,blue
cg23387569,grey
cg09423703,grey
cg21080253,cyan
cg03025986,blue
cg25232397,blue
cg05224126,blue
cg17125623,cyan
cg15616898,cyan
cg12637869,cyan
cg01422370,grey
cg25363559,grey
cg27507687,grey
cg17364114,grey
cg27177195,blue
cg03021120,cyan
cg01070694,cyan
cg22005832,cyan
cg09680719,blue
cg12565250,grey
cg15375239,cyan
cg10020892,cyan
cg12824246,cyan
cg18760916,cyan
cg01843524,cyan
cg25568981,grey
cg08684580,grey
cg20813491,cyan
cg01176271,grey
cg08207377,grey
cg21700663,grey
cg01559663,grey
cg09224134,cyan
cg02185053,cyan
cg00116554,cyan
cg18988412,blue
cg07346310,cyan
cg18522266,cyan
cg10381957,cyan
cg26918792,cyan
cg13676983,cyan
cg09588770,cyan
cg10844118,cyan
cg00779602,blue
cg14664575,grey
cg15469871,grey
cg03366858,grey
cg12356249,blue
cg10915739,grey
cg15074709,grey
cg02959285,cyan
cg10612681,cyan
cg06797068,grey
cg23513784,cyan
cg14572485,cyan
cg24703390,cyan
cg00940891,cyan
cg01947949,cyan
cg07321776,grey
cg25906220,cyan
cg22403767,blue
cg14143331,blue
cg01412936,cyan
cg04819497,grey
cg13222022,blue
cg20039944,grey
cg20648229,blue
cg22949274,blue
cg14785464,grey
cg17269137,cyan
cg18906324,blue
cg12011299,grey
cg11510586,grey
cg22360024,blue
cg18326657,cyan
cg14250206,cyan
cg17096665,cyan
cg12379294,cyan
cg19651757,grey
cg04571742,cyan
cg25311330,cyan
cg01218414,grey
cg04074536,grey
cg14547067,cyan
cg13214190,cyan
cg17345994,blue
cg19383689,cyan
cg06550177,cyan
cg00066499,cyan
cg13565129,grey
cg11940040,grey
cg00245957,blue
cg17166802,cyan
cg07300976,cyan
cg14460953,cyan
cg15744368,blue
cg17099445,blue
cg04079722,cyan
cg18456803,cyan
cg09654669,grey
cg20914370,cyan
cg21365564,grey
cg11557938,cyan
cg13195796,cyan
cg06363887,cyan
cg26863200,cyan
cg12939425,grey
cg11964823,grey
cg25861327,cyan
cg11691393,cyan
cg06516543,blue
cg11963883,brown
cg22813140,cyan
cg11581362,cyan
cg00090648,cyan
cg07776130,grey
cg07966140,cyan
cg15652989,cyan
cg25880573,blue
cg05491587,grey
cg05001532,cyan
cg21199988,cyan
cg18274279,cyan
cg14998926,blue
cg05436064,cyan
cg14353079,grey
cg16293631,cyan
cg03894339,grey
cg14587604,grey
cg11208859,cyan
cg20913732,cyan
cg06998282,cyan
cg23734815,cyan
cg20587188,grey
cg00759707,blue
cg11834844,cyan
cg22588144,grey
cg21540775,cyan
cg12725760,grey
cg18229914,cyan
cg26015683,cyan
cg25051134,blue
cg18064474,cyan
cg04057238,grey
cg19877581,cyan
cg14795047,grey
cg01812337,cyan
cg15742818,blue
cg24024511,cyan
cg03315007,cyan
cg02824295,cyan
cg17276794,blue
cg24684349,cyan
cg17723355,cyan
cg03767932,cyan
cg08439880,grey
cg18339722,blue
cg23590273,grey
cg00597055,cyan
cg20369775,cyan
cg07777203,cyan
cg24555360,blue
cg24003306,cyan
cg11918740,cyan
cg25215885,cyan
cg15215114,cyan
cg23224828,cyan
cg00878630,cyan
cg26210602,cyan
cg18881873,cyan
cg20963592,cyan
cg15134787,grey
cg06889571,grey
cg26513576,grey
cg18346412,grey
cg13730859,grey
cg14634210,cyan
cg19148440,grey
cg16066641,grey
cg26309261,blue
cg06218338,grey
cg05283521,blue
cg05678191,blue
cg01493318,cyan
cg17416644,grey
cg01540024,cyan
cg03807316,grey
cg04654677,cyan
cg05984388,grey
cg01326531,cyan
cg11498652,cyan
cg09596239,cyan
cg17826324,cyan
cg26134751,blue
cg19711258,cyan
cg17888096,cyan
cg23053918,cyan
cg16306148,cyan
cg03954927,blue
cg11982525,cyan
cg02530824,grey
cg20447301,blue
cg11150901,cyan
cg20738996,blue
cg09391128,cyan
cg22214262,cyan
cg01055696,grey
cg22688104,cyan
cg05619116,grey
cg09097345,grey
cg25674883,blue
cg07120314,cyan
cg16453901,blue
cg25977101,cyan
cg08152058,cyan
cg25440958,cyan
cg14032204,cyan
cg23858530,cyan
cg05678571,blue
cg17038645,blue
cg04944784,grey
cg17218435,cyan
cg21434132,grey
cg03537301,cyan
cg12925355,blue
cg17524265,grey
cg18842474,cyan
cg20600756,cyan
cg12020433,grey
cg19734015,cyan
cg24003216,blue
cg26168975,cyan
cg02952686,grey
cg15612392,cyan
cg18303847,blue
cg13084049,cyan
cg16702747,blue
cg17740950,cyan
cg19023046,cyan
cg25077654,cyan
cg19045894,cyan
cg07993547,cyan
cg27362927,cyan
cg11012412,grey
cg04646100,cyan
cg09398845,cyan
cg02802309,cyan
cg24550302,cyan
cg02625745,grey
cg20354552,grey
cg06515732,cyan
cg18555069,cyan
cg09512891,grey
cg11703007,blue
cg03917623,cyan
cg19731286,blue
cg10560079,cyan
cg22539390,blue
cg23314283,cyan
cg26427070,cyan
cg06062945,blue
cg26207102,blue
cg24190308,cyan
cg24786579,cyan
cg17588350,grey
cg26865201,cyan
cg07516978,cyan
cg20225999,grey
cg08003150,cyan
cg15775457,cyan
cg00758217,blue
cg21428647,cyan
cg05570096,cyan
cg04547220,cyan
cg01814731,blue
cg19433769,cyan
cg04071440,violet
cg24721750,blue
cg21790861,cyan
cg10360769,cyan
cg17520080,cyan
cg00890070,blue
cg09763865,cyan
cg25980689,grey
cg14079463,grey
cg12011343,grey
cg13283691,cyan
cg25532409,cyan
cg13292458,cyan
cg04865412,grey
cg14614693,cyan
cg18262958,cyan
cg14239359,blue
cg01897796,cyan
cg10079801,cyan
cg23224396,cyan
cg15670680,blue
cg14701410,cyan
cg04998498,blue
cg10881514,cyan
cg05931423,grey
cg03558399,cyan
cg20079298,grey
cg05481991,cyan
cg17290508,cyan
cg24246705,cyan
cg13558371,grey
cg22857963,grey
cg08531025,blue
cg12207120,darkorange
cg10113760,grey
cg05670461,cyan
cg23835894,brown
cg00367615,grey
cg18794839,grey
cg11930908,cyan
cg21623748,cyan
cg01295646,grey
cg22112443,cyan
cg03866757,cyan
cg02119577,grey
cg07438165,blue
cg19731340,cyan
cg08944430,cyan
cg26294710,cyan
cg20690919,cyan
cg05216211,blue
cg13320211,grey
cg23901444,grey
cg00782697,blue
cg11496226,blue
cg01178451,cyan
cg17666096,cyan
cg19908139,cyan
cg09273054,cyan
cg19702347,blue
cg13179983,cyan
cg10469704,cyan
cg01757534,cyan
cg15870379,blue
cg25147866,cyan
cg06851207,grey
cg22177364,cyan
cg15291304,cyan
cg22747897,cyan
cg22524657,cyan
cg24426391,grey
cg27216998,cyan
cg22901226,cyan
cg03120717,cyan
cg15158376,grey
cg14242928,grey
cg02236651,cyan
cg13370754,blue
cg21884374,blue
cg10469112,blue
cg11910829,cyan
cg18019451,blue
cg00076195,cyan
cg07628233,cyan
cg12988534,grey
cg00402812,cyan
cg09073052,cyan
cg14418756,grey
cg01725199,cyan
cg25636833,grey
cg03142697,grey
cg19183433,cyan
cg14376618,blue
cg17444972,blue
cg04662943,grey
cg23004710,cyan
cg16579555,grey
cg04375578,cyan
cg03124146,grey
cg19760323,darkorange
cg08315050,cyan
cg03124680,orange
cg22279341,cyan
cg21130463,blue
cg17951991,blue
cg04385875,cyan
cg15104702,cyan
cg15108060,blue
cg09932636,cyan
cg06569993,cyan
cg22480783,grey
cg20595745,cyan
cg14417407,cyan
cg02401614,blue
cg19052272,grey
cg16896687,blue
cg25433188,cyan
cg09994553,cyan
cg00773413,cyan
cg14095000,cyan
cg22373079,cyan
cg04243827,grey
cg17234198,cyan
cg24441127,cyan
cg04861014,cyan
cg19753794,cyan
cg23548274,cyan
cg26463908,cyan
cg09893588,cyan
cg03993376,cyan
cg11944110,blue
cg27177954,lightgreen
cg01086895,cyan
cg13904018,cyan
cg04663720,cyan
cg22050897,blue
cg12707135,grey
cg07085590,blue
cg01407460,grey
cg25753473,cyan
cg09762043,grey
cg06627077,cyan
cg10501074,cyan
cg21952685,cyan
cg06140118,grey
cg11838463,cyan
cg24125901,cyan
cg21428081,cyan
cg11822088,blue
cg14434995,blue
cg09050832,grey
cg16257375,blue
cg18386310,cyan
cg15911239,cyan
cg06974755,cyan
cg04108811,cyan
cg05903251,cyan
cg27316798,grey
cg13998728,blue
cg02667667,grey
cg10130694,cyan
cg18325794,cyan
cg05991492,grey
cg17213048,blue
cg11467331,cyan
cg25298319,grey
cg12660026,cyan
cg18240653,blue
cg13423076,cyan
cg01993680,cyan
cg07846220,grey
cg23935593,grey
cg23024810,blue
cg27033198,cyan
cg22892276,blue
cg22989813,blue
cg14350318,blue
cg03860051,cyan
cg01606516,grey
cg05630745,cyan
cg16221651,blue
cg10507402,cyan
cg04884481,cyan
cg21639922,grey
cg26183330,cyan
cg25994470,grey
cg25157280,cyan
cg14807553,blue
cg01299579,grey
cg05696801,cyan
cg00024416,grey
cg23613305,cyan
cg22056094,grey
cg10266196,cyan
cg08522087,grey
cg07387607,cyan
cg23093692,grey
cg10626925,cyan
cg20639658,cyan
cg00220905,cyan
cg08094206,grey
cg25481252,blue
cg15825116,cyan
cg06357843,grey
cg19416604,cyan
cg17250302,cyan
cg00906926,cyan
cg12212829,cyan
cg23973310,grey
cg09580822,cyan
cg04111436,blue
cg17432267,cyan
cg17416271,cyan
cg06238864,cyan
cg02466830,grey
cg23954171,cyan
cg03956646,grey
cg25627144,cyan
cg17329110,blue
cg17655970,grey
cg24475182,grey
cg07799434,cyan
cg11527839,cyan
cg01112923,cyan
cg01926066,cyan
cg20667480,grey
cg18322510,grey
cg14372753,grey
cg03847052,blue
cg27354620,cyan
cg25845597,grey
cg11583751,blue
cg19420482,blue
cg09656239,cyan
cg21381525,blue
cg10886007,blue
cg14088196,cyan
cg22064195,cyan
cg15480336,blue
cg19279080,blue
cg07074390,cyan
cg08873424,grey
cg20089095,cyan
cg17684478,blue
cg13665940,cyan
cg03070236,cyan
cg05050757,cyan
cg04896381,cyan
cg16448960,cyan
cg19268386,cyan
cg22389964,cyan
cg02455571,blue
cg13049961,blue
cg07619683,blue
cg00461735,grey
cg01962727,grey
cg16530595,grey
cg02720683,cyan
cg20651916,cyan
cg23726566,grey
cg20478129,grey
cg19813935,cyan
cg05840931,cyan
cg14818248,grey
cg06416472,cyan
cg25105536,cyan
cg26006558,cyan
cg09836347,blue
cg24786174,grey
cg19537932,blue
cg26657539,blue
cg00012522,grey
cg07441565,cyan
cg09163686,cyan
cg05649108,grey
cg03953257,cyan
cg12020549,cyan
cg04677623,cyan
cg04723601,cyan
cg04589975,cyan
cg03453431,grey
cg26043149,grey
cg26863324,cyan
cg25945090,cyan
cg14531049,blue
cg17577923,cyan
cg01788568,cyan
cg07040834,cyan
cg25900902,grey
cg18697636,grey
cg08804111,grey
cg14898116,cyan
cg23011788,cyan
cg13263472,blue
cg24754223,grey
cg06308025,cyan
cg22387890,cyan
cg08969593,cyan
cg19688749,cyan
cg09024126,brown
cg19937378,blue
cg19446358,blue
cg12600030,cyan
cg22431992,cyan
cg20728685,cyan
cg07196014,cyan
cg24599951,cyan
cg15096327,blue
cg21532953,cyan
cg06099431,white
cg16399312,cyan
cg03165859,cyan
cg04348427,cyan
cg05211947,blue
cg01273330,grey
cg00919118,cyan
cg04213845,blue
cg18489945,cyan
cg00533620,cyan
cg06618322,grey
cg07311521,grey
cg27547703,blue
cg25936980,blue
cg04870498,cyan
cg23320987,blue
cg21516384,grey
cg05012551,cyan
cg27290274,blue
cg18707501,blue
cg14000074,blue
cg06862673,cyan
cg19035254,grey
cg06118626,cyan
cg05483731,grey
cg07571282,blue
cg12274443,cyan
cg10191460,cyan
cg06745695,cyan
cg11014582,blue
cg21160290,grey
cg20486407,blue
cg03116837,grey
cg07413356,cyan
cg07931783,cyan
cg00027037,white
cg24012887,cyan
cg12103149,cyan
cg19634332,cyan
