cpg,module
cg15274001,blue
cg07813608,blue
cg23402429,black
cg03221366,grey
cg26063721,grey
cg15019001,grey
cg05785394,black
cg01363383,black
cg04450456,grey
cg05383619,grey
cg26993965,grey
cg06625258,blue
cg04289314,grey
cg25475056,black
cg27599058,grey
cg09692492,grey
cg23288653,grey
cg09163117,black
cg13868111,grey
cg01099231,grey
cg21620608,grey
cg14392031,blue
cg19482086,black
cg10416105,black
cg02964356,grey
cg22702784,blue
cg00908766,grey
cg02937966,black
cg05730301,black
cg06259025,grey
cg14916095,grey
cg25856005,black
cg17221980,blue
cg10944144,grey
cg23658326,blue
cg18782736,black
cg13930261,black
cg25927529,black
cg16002864,black
cg14828484,black
cg05295671,grey
cg08190942,black
cg26873439,blue
cg11599569,black
cg09489281,black
cg11141497,grey
cg25356066,black
cg14224441,grey
cg17727725,black
cg15520606,blue
cg09695735,black
cg12519992,grey
cg03269218,grey
cg08022281,lightgreen
cg11201654,grey
cg11384512,black
cg00039385,black
cg22510032,black
cg05890887,black
cg15190077,black
cg13517138,black
cg17298925,grey
cg04290779,black
cg09523171,black
cg27554844,grey
cg17668949,black
cg12648201,grey
cg26198430,grey
cg00803088,blue
cg22414192,grey
cg22402043,grey
cg07286881,black
cg06768644,grey
cg23016766,black
cg03124146,grey
cg03338209,grey
cg16791216,black
cg21864304,grey
cg01791104,black
cg20066226,grey
cg10547050,black
cg14871628,black
cg17174230,black
cg23614428,grey
cg23149492,black
cg14898306,grey
cg02095937,black
cg20495404,black
cg19605788,grey
cg16687447,black
cg02644052,black
cg10322744,grey
cg05164185,black
cg03326215,grey
cg16273546,grey
cg19622488,black
cg18880319,black
cg00267054,black
cg14180718,black
cg22587479,grey
cg08477740,black
cg13666253,black
cg18704904,grey
cg23102195,grey
cg08013331,grey
cg01579024,grey
cg04956511,grey
cg09410841,black
cg23281012,black
cg01067849,blue
cg07187855,grey
cg27429457,black
cg15703070,black
cg05082376,grey
cg05279284,black
cg20666069,black
cg11504511,grey
cg14610962,grey
cg22138327,grey
cg14768946,grey
cg19319735,black
cg10341935,black
cg12853648,grey
cg26795333,grey
cg15687138,blue
cg09081385,grey
cg09152813,grey
cg14683738,black
cg04387418,black
cg01299579,grey
cg01777861,grey
cg19802165,grey
cg00893875,grey
cg24835458,black
cg25248160,grey
cg14875131,black
cg03906434,grey
cg24411299,grey
cg18085206,black
cg26664871,black
cg01053411,black
cg17493021,grey
cg01454528,black
cg07664480,black
cg02675646,grey
cg24441068,blue
cg13043177,yellow
cg21080253,grey
cg24891986,black
cg11169363,grey
cg12528349,grey
cg03499943,grey
cg10507402,black
cg05148373,black
cg02712854,grey
cg01843524,black
cg25680105,grey
cg23387569,grey
cg20814026,black
cg09619624,grey
cg24201964,black
cg13402698,black
cg10163222,yellow
cg08501815,black
cg12160103,grey
cg06081153,black
cg10755058,grey
cg25367905,black
cg01807202,black
cg14376618,grey
cg06735806,black
cg20801464,black
cg18379624,black
cg26450188,blue
cg12548629,black
cg03506045,black
cg10857441,grey
cg15118824,grey
cg20848291,grey
cg19358805,brown
cg20483857,grey
cg15503663,blue
cg17328171,black
cg10007002,black
cg24330922,black
cg14654194,blue
cg06644844,grey
cg11688696,black
cg27173819,grey
cg20703240,grey
cg26783057,black
cg08143636,black
cg07437286,black
cg19245361,black
cg03990732,grey
cg04570624,grey
cg14624895,black
cg19157140,black
cg08531025,grey
cg04120645,grey
cg03535985,grey
cg13421116,black
cg09798888,grey
cg26758338,grey
cg20358011,grey
cg02771260,grey
cg12352347,grey
cg12813394,grey
cg18988412,brown
cg09990440,grey
cg22509054,black
cg27638597,black
cg07970752,grey
cg14213978,black
cg17100207,black
cg02959988,grey
cg24979630,black
cg16348242,black
cg15604693,grey
cg14667685,grey
cg18227923,black
cg05966045,black
cg20296188,blue
cg19096424,black
cg13626842,grey
cg14957639,black
cg09586646,grey
cg27651003,black
cg12068463,brown
cg15027433,grey
cg12664560,black
cg23858040,black
cg19462523,blue
cg11563399,grey
cg15632325,blue
cg25922163,grey
cg00991755,black
cg26550851,grey
cg15053253,grey
cg26922917,grey
cg03553914,grey
cg03003335,grey
cg06889484,black
cg20683754,black
cg19544767,grey
cg15598511,black
cg26218983,black
cg14700524,grey
cg26504421,grey
cg13777681,black
cg10676327,grey
cg08527124,black
cg01863042,grey
cg22471075,grey
cg04432377,grey
cg09455823,grey
cg00811081,black
cg22258713,grey
cg27559842,grey
cg06007607,black
cg17755581,black
cg25728174,grey
cg14541437,black
cg19611193,grey
cg05869007,grey
cg03384979,black
cg02361370,grey
cg11029346,black
cg15473325,black
cg03485262,black
cg00944502,black
cg18448581,grey
cg17416271,black
cg27662220,grey
cg13381718,grey
cg03500965,black
cg16963062,black
cg26181490,black
cg02274108,black
cg09981929,grey
cg07392449,black
cg13617192,grey
cg04198308,grey
cg15293611,black
cg17428043,blue
cg03831912,grey
cg07992052,black
cg16109817,black
cg16836250,grey
cg11769049,black
cg25010415,grey
cg17240499,black
cg27494647,grey
cg26893544,black
cg19149410,black
cg27398637,grey
cg04099454,grey
cg13322601,grey
cg02136620,grey
cg03915298,blue
cg04318704,black
cg17681516,grey
cg22369954,grey
cg05280698,grey
cg25107077,black
cg18699744,grey
cg03680680,grey
cg14508358,grey
cg24455359,black
cg18838701,grey
cg11150901,black
cg17925022,black
cg25794830,grey
cg02687055,grey
cg08298587,blue
cg10290504,grey
cg08653874,grey
cg10135260,grey
cg24135491,grey
cg27640908,blue
cg24129947,black
cg12766407,black
cg18178197,grey
cg26973266,black
cg24041036,blue
cg24650267,grey
cg11575295,grey
cg27388983,black
cg08641866,grey
cg19538502,black
cg18201070,grey
cg00155429,black
cg10241671,black
cg05085169,grey
cg17096665,black
cg19539421,black
cg22266470,black
cg21777986,black
cg24101492,grey
cg12235988,black
cg26915779,grey
cg14574489,grey
cg25063151,grey
cg06077305,grey
cg03116837,grey
cg17194240,black
cg05468028,grey
cg18877635,yellow
cg25755851,grey
cg20397078,grey
cg05013027,grey
cg01119278,grey
cg09416928,blue
cg09650414,black
cg07668908,black
cg15254671,grey
cg19811864,black
cg05191700,black
cg14155482,black
cg03691735,black
cg16203711,blue
cg12881726,blue
cg22588144,grey
cg21148362,grey
cg05060949,blue
cg10742605,blue
cg01910249,black
cg04082016,grey
cg15886004,black
cg09091443,black
cg20867963,grey
cg23122401,black
cg12262681,black
cg27052777,black
cg02231295,black
cg12668710,black
cg20896738,black
cg23683528,grey
cg04403629,black
cg24638766,black
cg02287371,grey
cg22971216,black
cg12437277,grey
cg24420205,black
cg15825321,grey
cg14714578,grey
cg17834425,grey
cg07791427,blue
cg16540036,grey
cg07805817,black
cg06809298,grey
cg25326998,black
cg24441127,black
cg25816013,blue
cg13318129,grey
cg03570035,grey
cg00770784,grey
cg27543214,black
cg15899474,black
cg10185519,blue
cg14669362,black
cg02522311,grey
cg09381635,black
cg01056350,black
cg01865610,black
cg08367326,grey
cg19401408,blue
cg00738934,grey
cg20271681,grey
cg20287640,black
cg17901955,black
cg22124479,black
cg07045469,grey
cg24022821,black
cg08478177,black
cg24722577,grey
cg06140118,blue
cg19025736,black
cg26365299,black
cg19601991,black
cg10104252,grey
cg19313015,black
cg26243254,black
cg04811706,grey
cg12679965,black
cg14307443,black
cg03742620,grey
cg27592410,black
cg15282018,black
cg26976390,black
cg00611789,grey
cg14710552,grey
cg15841415,black
cg23947326,grey
cg25084220,black
cg20360395,grey
cg07904983,black
cg04566512,grey
cg03322334,black
cg27657429,grey
cg20046119,black
cg22297177,black
cg11586600,blue
cg05845376,grey
cg24482496,black
cg16521978,grey
cg01812337,black
cg10442148,black
cg06352730,grey
cg23834494,grey
cg02567119,blue
cg26576481,black
cg00878630,grey
cg12707135,grey
cg10705717,grey
cg20146541,grey
cg22092811,grey
cg15445037,grey
cg03492495,grey
cg01308968,grey
cg12034118,grey
cg00655071,black
cg01373687,grey
cg18700199,black
cg08492615,black
cg25467855,blue
cg07879540,black
cg09163686,black
cg22865501,grey
cg08300343,grey
cg04928513,black
cg24007445,grey
cg08070028,black
cg02510453,black
cg02652202,grey
cg18251019,black
cg07678644,black
cg02513874,grey
cg23345561,grey
cg14280181,grey
cg25475289,blue
cg07159484,black
cg12169977,black
cg03938320,black
cg13219564,black
cg25472530,grey
cg02700824,black
cg13443092,black
cg22918572,black
cg08179530,black
cg02582194,grey
cg26681912,blue
cg01558660,black
cg16524762,black
cg16468949,yellow
cg07565928,blue
cg19190728,black
cg22978658,black
cg12055610,grey
cg13593275,grey
cg04708398,black
cg10493356,black
cg21497602,yellow
cg13417420,grey
cg08068635,black
cg20336352,grey
cg02072376,black
cg02120714,black
cg02071398,yellow
cg00090648,black
cg10113231,black
cg04650899,black
cg05638359,grey
cg21450784,grey
cg24824417,black
cg03112087,grey
cg10714639,grey
cg13786083,grey
cg16287042,grey
cg23629001,black
cg12794421,grey
cg11956825,grey
cg09789584,grey
cg09951650,blue
cg03309180,grey
cg16763192,black
cg24818145,grey
cg26511997,black
cg14157435,grey
cg01335658,grey
cg09622941,grey
cg24274982,black
cg25905674,black
cg12152938,black
cg18489945,black
cg16179938,grey
cg06742891,black
cg13264672,grey
cg18176922,black
cg09944012,grey
cg17349753,black
cg06538660,black
cg11125589,black
cg04554987,black
cg21352959,blue
cg15007325,blue
cg23928360,grey
cg26746936,grey
cg02704345,black
cg27352765,black
cg24250902,grey
cg03839554,grey
cg08501054,blue
cg26039058,black
cg11240062,grey
cg24612772,black
cg09391128,black
cg14866567,grey
cg21159778,grey
cg26279152,blue
cg05768908,black
cg15585670,black
cg06583518,black
cg02667667,black
cg25306499,black
cg11657970,black
cg12084011,black
cg18522266,grey
cg03392386,grey
cg08791131,black
cg19689828,grey
cg19813935,black
cg15363314,grey
cg02802904,black
cg22120094,black
cg25654619,yellow
cg07218516,black
cg26627933,black
cg03850936,grey
cg06759629,grey
cg03595538,black
cg17154729,grey
cg05337761,grey
cg15672749,black
cg02002217,grey
cg01587550,black
cg06557057,black
cg09115646,grey
cg24549659,grey
cg23224396,black
cg25283577,black
cg18234979,grey
cg10309957,black
cg16773067,grey
cg26268866,black
cg04555735,black
cg14034170,black
cg10144400,grey
cg11988964,black
cg08839312,black
cg00549575,black
cg24738387,black
cg15993027,grey
cg08992305,grey
cg00776558,grey
cg02478409,grey
cg10091994,black
cg20448966,blue
cg20648847,grey
cg14687118,grey
cg08899937,grey
cg25906220,grey
cg08152058,black
cg13489479,grey
cg25432738,grey
cg19614698,black
cg06008419,grey
cg01773685,grey
cg07675399,blue
cg22389964,black
cg14210634,black
cg19496491,yellow
cg26943658,black
cg13763308,black
cg04317543,black
cg24873388,black
cg16073349,black
cg08293242,grey
cg24998145,black
cg15689154,black
cg17218435,black
cg26383936,grey
cg10645943,grey
cg06691343,grey
cg10374084,grey
cg05281831,black
cg21972156,black
cg20219074,grey
cg26381452,grey
cg04946387,grey
cg05186755,blue
cg07726474,grey
cg11798658,black
cg04636222,grey
cg19831031,black
cg09214616,grey
cg19788015,black
cg14562081,grey
cg02658739,black
cg19098690,grey
cg23445321,grey
cg26862690,grey
cg10714510,grey
cg06360820,grey
cg22800025,black
cg03359731,blue
cg13665998,grey
cg07200850,black
cg11781847,blue
cg16644764,black
cg10552282,grey
cg10530613,grey
cg11821403,grey
cg00733150,grey
cg08277382,black
cg13910983,grey
cg18200038,grey
cg21515788,black
cg07472764,grey
cg19524238,grey
cg10079374,grey
cg18045093,black
cg23214565,black
cg13679714,grey
cg26662579,black
cg23598886,grey
cg13506653,black
cg05076167,black
cg02718654,black
cg27395190,black
cg00235645,blue
cg27287791,blue
cg10607059,black
cg09352202,black
cg25237056,black
cg18225577,grey
cg26680317,grey
cg00347546,black
cg02389555,black
cg01963221,grey
cg06911843,black
cg21194015,blue
cg03559815,black
cg15891645,grey
cg18010900,black
cg10881514,black
cg05386151,blue
cg01464730,grey
cg04348427,black
cg27506082,yellow
cg13263472,brown
cg13713218,grey
cg20603181,black
cg10627839,grey
cg22480783,grey
cg02825052,black
cg10755973,grey
cg07162097,grey
cg15612392,black
cg15712577,grey
cg24786174,grey
cg01395760,black
cg00559439,grey
cg05986044,grey
cg00160388,grey
cg11734019,grey
cg24190308,black
cg00966959,black
cg15110300,black
cg15481858,grey
cg16926284,black
cg08315050,black
cg26228943,black
cg01188822,black
cg12245770,grey
cg10122910,grey
cg16701105,black
cg07353572,blue
cg00940812,black
cg00826921,blue
cg24600221,grey
cg07744547,grey
cg27554514,black
cg27054887,grey
cg24524379,grey
cg01994542,black
cg03243497,black
cg08792797,black
cg15929573,black
cg07951488,blue
cg26435092,black
cg20771287,black
cg21606490,grey
cg09671060,black
cg18280382,blue
cg13678641,black
cg21575283,black
cg02558474,black
cg00963378,grey
cg20553577,grey
cg14785464,grey
cg16004911,grey
cg07425985,blue
cg25327888,grey
cg21516384,grey
cg12824246,black
cg06804154,black
cg26789283,grey
cg08822897,grey
cg26530701,black
cg09320595,brown
cg18542688,grey
cg01517521,black
cg20932348,black
cg01341891,black
cg25771041,black
cg26172907,black
cg02617655,black
cg17328665,grey
cg03585549,black
cg25565376,black
cg15246131,grey
cg19389001,grey
cg04944784,grey
cg14773178,grey
cg11955456,black
cg03670441,black
cg19075239,black
cg04509607,black
cg19089201,grey
cg13096721,grey
cg11825621,grey
cg04296257,black
cg08550615,black
cg10979612,black
cg16414030,grey
cg13465838,black
cg04071440,lightgreen
cg12522039,black
cg21239184,black
cg21501616,black
cg15764953,black
cg21943841,black
cg10140536,grey
cg05560575,grey
cg00913755,grey
cg07770222,grey
cg00027083,grey
cg22387890,black
cg16423461,black
cg23517607,black
cg06572093,grey
cg15720089,grey
cg09336323,grey
cg08572016,black
cg25598086,black
cg26018738,black
cg20391652,black
cg24007312,grey
cg06820586,black
cg26274596,black
cg04041942,blue
cg06639079,black
cg21499430,black
cg18062281,blue
cg03001875,black
cg24633833,black
cg13049961,grey
cg03176411,black
cg02440668,grey
cg08460801,black
cg04599965,black
cg08561530,grey
cg13289463,grey
cg26970113,grey
cg19863210,black
cg13990905,black
cg11806367,grey
cg18386310,black
cg20198108,black
cg03601372,grey
cg20792512,black
cg22647566,grey
cg11076275,grey
cg01066472,grey
cg01937701,grey
cg01687301,black
cg04173714,black
cg00881417,grey
cg00685614,grey
cg17826324,black
cg22933807,black
cg19183433,grey
cg15158376,grey
cg13457410,grey
cg06331271,black
cg01010781,blue
cg16572876,grey
cg07329467,black
cg04171565,black
cg25555137,black
cg07628233,black
cg23978242,grey
cg05964721,black
cg14376917,black
cg09712216,grey
cg19931644,grey
cg14398860,brown
cg05329785,black
cg12390081,grey
cg02532037,grey
cg10715383,black
cg22521356,black
cg00450312,black
cg01429662,black
cg02530824,grey
cg26560794,black
cg26572989,black
cg23340935,grey
cg06252382,black
cg26551346,grey
cg19232382,grey
cg23687319,black
cg15002372,black
cg17569124,grey60
cg15104702,black
cg26837270,yellow
cg20047349,grey
cg01421963,blue
cg00662647,grey
cg17723355,black
cg21819722,grey
cg23091699,brown
cg27203983,black
cg07619683,grey
cg10410213,black
cg10640646,black
cg05875302,grey
cg15368769,black
cg03078006,grey
cg03185704,grey
cg08750053,grey
cg23669081,grey
cg05125558,black
cg25266327,grey
cg01493303,black
cg15091879,black
cg05732436,black
cg23654844,black
cg14026747,grey
cg21539371,black
cg07293993,black
cg18039556,grey
cg10879486,grey
cg08762603,grey
cg24319171,grey
cg14650464,black
cg00951395,grey
cg15134787,grey
cg19701378,grey
cg11764359,black
cg24809037,black
cg26463908,black
cg06114471,black
cg20586750,grey
cg15117891,grey
cg18952796,grey
cg13444538,grey
cg05112555,grey
cg09551864,black
cg21121136,grey
cg18913869,black
cg19686301,black
cg06840699,black
cg13785189,black
cg07086945,grey
cg23354319,black
cg22708112,grey
cg03735847,black
cg17069743,black
cg22401835,grey
cg03142458,black
cg13044675,grey
cg09634360,yellow
cg25179963,blue
cg14418756,grey
cg09718371,grey
cg21089065,grey
cg02018277,grey
cg16014773,black
cg27084121,black
cg26918510,black
cg19688749,black
cg14037413,blue
cg04473020,black
cg08835956,grey
cg21431338,grey
cg13758712,black
cg08366446,black
cg05637903,black
cg03662843,black
cg21466874,black
cg06963648,grey
cg20221991,grey
cg27589088,black
cg08224763,black
cg05516942,black
cg13473909,black
cg17996830,grey
cg05795157,black
cg22417566,grey
cg25195302,black
cg27112370,blue
cg18443229,grey
cg21854408,grey
cg01124132,grey
cg10558228,black
cg21033440,grey
cg26843498,grey
cg03062252,grey
cg22688104,black
cg25530631,black
cg05347736,grey
cg23205775,grey
cg27311590,grey
cg19892287,grey
cg03668495,black
cg02074728,black
cg14683380,grey
cg18123048,black
cg05596135,blue
cg19495714,grey
cg23544223,grey
cg27355050,grey
cg23522194,grey
cg10282920,blue
cg03807316,grey
cg03680873,grey
cg04237662,black
cg07040834,black
cg23416197,black
cg12128839,grey60
cg19651757,grey
cg00837434,grey
cg15458585,grey
cg02981003,grey
cg07017994,blue
cg02574073,grey
cg26081900,grey
cg01719793,black
cg00958781,black
cg12610243,black
cg05671386,grey
cg22817650,grey
cg01434608,black
cg19322445,grey
cg03318121,blue
cg02939508,black
cg26490671,grey
cg19053046,grey
cg10811681,black
cg21621906,black
cg11732257,black
cg06939115,blue
cg04307927,grey
cg05031455,grey
cg10090844,grey
cg02678768,grey
cg18771570,grey
cg16362014,grey
cg22857963,grey
cg24250549,black
cg05373962,grey
cg23048951,black
cg00754027,black
cg09805314,grey
cg00377087,brown
cg12630522,black
cg11342198,grey
cg07495363,grey
cg17269137,black
cg25036284,grey
cg14702570,black
cg04141691,black
cg25061131,black
cg24339197,grey
cg17299615,black
cg25449542,blue
cg24125287,black
cg08703595,black
cg27530058,blue
cg13196826,blue
cg23432306,black
cg17123534,black
cg18496937,black
cg10709925,tan
cg16202187,black
cg10430904,black
cg07482202,grey
cg04906989,black
cg04645049,black
cg22665692,black
cg04534276,black
cg21875845,yellow
cg19566405,grey
cg04290349,black
cg06080948,grey
cg13064049,black
cg02633838,black
cg14538808,black
cg10427040,grey
cg06951450,black
cg00054971,grey
cg02923571,black
cg24129382,grey
cg04609868,grey
cg07016276,yellow
cg19364137,black
cg07782112,grey
cg19578388,black
cg19907915,grey
cg26910511,grey
cg24465429,grey
cg04619437,brown
cg11467638,black
cg03809147,black
cg10644772,black
cg19510970,black
cg14507427,grey
cg24510518,grey
cg15509235,grey
cg15964717,grey
cg17369088,grey
cg07438165,grey
cg11600186,grey
cg14417407,grey
cg15537082,grey
cg10622551,grey
cg17942573,grey
cg05138918,grey
cg11703007,grey
cg09602562,black
cg07186094,black
cg00350441,black
cg12871124,black
cg18438793,black
cg02705895,black
cg05614058,black
cg00618312,black
cg03487200,grey
cg23465465,black
cg16804899,black
cg09184899,grey
cg15318396,blue
cg15030294,black
cg02257681,grey
cg20293942,grey
cg05476169,black
cg06375761,grey
cg19759481,grey60
cg16333971,black
cg27326661,grey
cg13390998,blue
cg04154138,black
cg24127506,grey
cg23671665,yellow
cg16506290,grey
cg00876541,black
cg21635584,black
cg22049899,grey
cg16026813,grey
cg26754472,grey
cg02005600,grey60
cg06516331,grey
cg14115232,black
cg09481857,grey
cg03061811,black
cg04598251,black
cg11072887,blue
cg07173100,black
cg07547798,grey
cg27111250,grey
cg08252887,black
cg15974272,black
cg16103098,grey
cg09694403,grey
cg13217159,black
cg17693534,grey
cg07382347,grey
cg07746351,tan
cg21831898,black
cg15153412,grey
cg21526654,black
cg10703338,grey
cg11029501,black
cg12660026,black
cg18943969,black
cg26841156,tan
cg01017244,grey
cg14225546,black
cg05984388,black
cg21826815,black
cg26967272,grey
cg07157602,black
cg03070236,grey
cg27203090,black
cg22695986,grey
cg20916362,grey
cg04953552,grey
cg05282559,black
cg04263115,black
cg06974755,black
cg01445689,grey
cg10833066,grey
cg02716173,black
cg17514942,black
cg22442454,grey
cg23125542,grey
cg15466587,black
cg15470836,black
cg08885659,black
cg25888386,black
cg18880897,black
cg26770917,black
cg25211403,grey
cg26116260,black
cg22674210,grey
cg12390516,grey
cg14618583,grey
cg17190403,black
cg09247657,grey
cg15911239,grey
cg13060520,black
cg24933247,black
cg01165287,black
cg04029055,black
cg20418281,black
cg17146640,black
cg15641364,grey
cg01055696,grey
cg10915301,grey
cg14614563,black
cg19958696,black
cg26208575,yellow
cg09050832,grey
cg16006004,grey
cg12222699,black
cg01383546,black
cg06121461,black
cg00154968,grey
cg19695335,blue
cg16587158,black
cg05491587,grey
cg20147100,black
cg21980954,grey
cg10063233,black
cg01353941,grey
cg03850334,black
cg01580340,grey
cg15432125,black
cg15534084,grey
cg20415170,black
cg21649089,grey
cg06824583,blue
cg10911971,black
cg08183066,black
cg24802244,black
cg16095542,blue
cg17969084,grey
cg26858423,grey
cg03246273,black
cg23090372,grey
cg04146011,black
cg14413466,grey
cg23394673,grey
cg26996201,blue
cg24294529,black
cg05085565,black
cg18802486,black
cg15096327,grey
cg09286061,grey
cg02997574,black
cg19748692,black
cg24299306,grey
cg01044722,black
cg25332918,grey
cg25364740,black
cg13094036,black
cg01573747,grey
cg13292458,black
cg13498382,grey
cg18283779,blue
cg03011535,grey
cg26720545,grey
cg06391894,black
cg17166802,black
cg24634420,grey
cg23625931,grey
cg18753928,grey
cg00594128,grey
cg04832268,brown
cg18709881,grey
cg11314310,grey
cg04973632,grey
cg06249604,grey
cg17910899,grey
cg05180859,blue
cg16221651,grey
cg01206923,black
cg09677945,grey
cg13497506,black
cg04410987,grey
cg14654822,grey
cg07993547,black
cg22208361,black
cg18692382,black
cg16485682,blue
cg08287994,black
cg06366585,grey
cg03653399,grey
cg09692531,black
cg02628801,blue
cg20596273,black
cg11039789,black
cg20790798,grey
cg23549869,black
cg11838071,blue
cg17389218,black
cg24669694,black
cg00288155,black
cg17524265,grey
cg11603030,grey
cg26546862,brown
cg23161317,grey
cg09354439,black
cg24131748,black
cg22692549,grey
cg20180721,black
cg22804236,grey
cg21535980,grey
cg15205435,grey
cg14062261,grey
cg23074703,grey
cg04024910,grey
cg11558328,black
cg15474378,grey
cg06068627,black
cg10112022,black
cg01151686,black
cg01037362,grey
cg04873927,black
cg02772682,black
cg15138249,black
cg27577933,black
cg21211367,grey
cg16448525,black
cg08479752,grey
cg11298989,black
cg06840659,grey
cg05481991,black
cg19045894,black
cg20525712,black
cg07159131,grey
cg19814934,black
cg09819502,grey
cg22713941,black
cg14259594,grey
cg07786258,grey
cg13575058,black
cg15423357,grey
cg04533380,grey
cg05218357,black
cg22764639,grey
cg09336947,grey
cg15711016,black
cg12805580,black
cg16448960,black
cg16102102,grey
cg18082080,blue
cg08656222,black
cg13126279,grey
cg13209455,black
cg14207210,grey
cg10414747,grey
cg16172923,grey
cg09763865,black
cg01129128,grey
cg17220042,black
cg17962342,black
cg14658493,grey60
cg15505141,black
cg18464896,black
cg25130238,black
cg05155371,yellow
cg17437088,grey
cg02040433,black
cg20651916,black
cg23201549,black
cg11631173,grey
cg00121533,grey
cg24703390,grey
cg19092248,black
cg07966140,black
cg17374002,black
cg08098619,blue
cg22034735,grey
cg01559663,blue
cg09199291,blue
cg09064314,grey
cg07190450,blue
cg13752184,grey
cg06087619,grey
cg14698961,black
cg14397361,blue
cg11236311,grey
cg04865265,grey
cg13717566,grey
cg25089142,black
cg18063486,grey
cg16643261,grey
cg11854791,black
cg00031303,black
cg02126098,black
cg09894698,grey
cg18496317,blue
cg25235159,blue
cg05927817,grey
cg03438692,black
cg24800175,grey
cg07927426,black
cg09816855,brown
cg20163429,grey
cg18122406,black
cg20615379,black
cg26843074,grey
cg07074390,grey
cg16310579,brown
cg06481168,grey
cg18634211,grey
cg27083329,grey
cg14533120,grey
cg23248324,grey
cg24003306,black
cg09693106,grey
cg19782173,grey
cg23610018,black
cg03781731,grey
cg26887302,blue
cg20215695,grey
cg09517251,black
cg17050806,grey
cg26250143,black
cg18803147,grey
cg17339505,black
cg17842918,grey
cg15541040,grey
cg26272907,grey
cg21595526,black
cg17395555,grey
cg00080972,grey
cg13676983,black
cg06423975,black
cg24512778,black
cg23618323,black
cg27638615,grey
cg21926402,blue
cg14345128,grey
cg12810560,black
cg21424120,black
cg16879452,grey
cg09994553,black
cg14131272,black
cg19913448,black
cg07113870,grey
cg22748740,black
cg14906905,black
cg02257953,grey
cg19795502,black
cg00960857,grey
cg02092880,black
cg26898352,black
cg14923640,grey
cg23620433,grey
cg24469095,black
cg08133912,blue
cg07428200,grey
cg26856965,grey
cg20004910,blue
cg20424709,grey
cg03282336,black
cg08522087,blue
cg00104570,black
cg08725962,grey
cg09192760,grey
cg12946880,black
cg01947066,black
cg08002883,grey
cg19981263,black
cg19468022,black
cg00511731,black
cg23523811,grey
cg05636177,black
cg17225129,black
cg07925900,black
cg06905132,black
cg16443926,grey
cg22814681,black
cg24372256,grey
cg13756768,grey
cg01033356,grey
cg25612391,grey
cg04387835,grey
cg18005217,grey
cg01154721,tan
cg24067755,blue
cg18322510,grey
cg02599361,grey
cg26937808,black
cg00715047,blue
cg12849795,black
cg01392544,yellow
cg26213496,blue
cg03366925,blue
cg09939729,grey
cg14859749,black
cg24391458,black
cg11030744,grey
cg22040403,grey
cg19927257,blue
cg27279460,black
cg17880256,black
cg07307241,black
cg07504864,blue
cg23258065,grey
cg08422863,black
cg16558319,black
cg24611823,black
cg20852226,grey
cg02909711,grey
cg18684142,grey
cg11965880,black
cg20639658,black
cg04270405,black
cg13820039,black
cg27004170,black
cg16624692,grey
cg03165859,black
cg20909159,black
cg12207120,black
cg16723134,grey
cg06564284,grey
cg26421123,black
cg17122213,grey
cg01000656,black
cg16528597,grey
cg11661000,grey
cg10426581,grey
cg00394494,black
cg06111799,black
cg14085715,black
cg19182353,black
cg03366858,grey
cg18707501,grey
cg00908027,black
cg16280705,black
cg13957198,black
cg04533487,black
cg09696653,black
cg19774868,grey
cg12274443,black
cg13995427,black
cg02668984,yellow
cg12485685,grey
cg24833027,grey
cg01840591,black
cg24325362,black
cg00492055,grey
cg11830096,grey
cg10851033,black
cg07121980,black
cg22977254,black
cg12667521,grey
cg12708807,black
cg06663068,black
cg23581656,black
cg23478225,grey
cg15698995,black
cg21685655,grey
cg08816590,grey
cg00612595,grey
cg22435982,black
cg18760835,black
cg00275232,grey
cg17784876,grey
cg08847533,black
cg00859178,grey
cg03657314,black
cg21711672,black
cg22812972,black
cg23655816,black
cg08970457,black
cg26944245,grey
cg15809387,black
cg17611045,grey
cg04913730,grey
cg00947782,grey
cg20032693,brown
cg27604671,blue
cg20101489,black
cg15539245,black
cg02733266,black
cg17716664,grey
cg13297703,black
cg04415427,black
cg22090773,black
cg21145136,grey
cg03550075,grey
cg25803766,black
cg15674596,grey
cg15996282,grey
cg10188668,grey
cg02593352,black
cg08832195,grey
cg19908139,grey
cg02691685,black
cg08189659,black
cg16724319,grey
cg06824382,black
cg00589864,grey
cg04771550,blue
cg04459481,black
cg10626541,grey
cg21085022,grey
cg25920019,grey
cg18781817,blue
cg25456593,grey
cg13220357,grey
cg20276503,black
cg14732324,black
cg03837827,black
cg04307710,grey
cg03326059,grey
cg04021544,grey
cg27218767,grey
cg09482050,grey
cg25017620,grey
cg17384898,black
cg05453358,grey
cg18140268,grey
cg00671161,black
cg26074223,black
cg22643080,black
cg22188058,black
cg26873880,grey
cg06221218,black
cg19113954,black
cg00701051,grey
cg22532774,grey
cg00876704,black
cg20718679,blue
cg18795469,black
cg21821990,black
cg23019633,grey
cg10535919,black
cg05697101,black
cg04054303,grey
cg00778905,black
cg21682210,grey
cg20865239,grey
cg23769345,grey
cg21627409,grey
cg13636373,black
cg15572907,grey
cg23858530,black
cg02537221,black
cg08391415,blue
cg18748888,brown
cg17306261,black
cg20973720,grey
cg12365107,grey
cg23729050,black
cg19189012,grey
cg11726572,blue
cg17716617,black
cg08141395,black
cg27134147,black
