seqnames,start,end,width,strand,no.cpgs,min_smoothed_fdr,Stouffer,HMFDR,Fisher,maxdiff,meandiff,overlapping.genes,dmr_fdr
chr12,125348871,125349072,202,*,2,0.0146081336251853,0.0589123847838831,0.0136441385691954,0.0133008646386317,0.0122197509133488,0.00251450822193189,SCARB1,0.0680950548370671
chr1,3712988,3713158,171,*,6,0.0187038318871411,0.0613433096503085,0.0158810576968915,0.0144331309726905,-0.014275655675069,-7.23950209587434e-05,LRRC47,0.0705546537519107
chr17,37026641,37027030,390,*,2,0.0155066644138179,0.0721064778967279,0.0209754938563984,0.0294852201703129,0.0191571341374414,0.0120130348176218,LASP1,0.0811110791219955
chr7,56174025,56174888,864,*,10,0.00351874524954779,0.0971842496053091,0.0128635722373312,0.0148947823711771,-0.0164064586396819,0.000251644488886418,CHCHD2,0.105992283468835
chr17,7137333,7137540,208,*,3,0.00972204440922539,0.117192563721663,0.0436805192237426,0.0449823774681058,0.00951253623061457,0.00343680396198587,DVL2,0.12531935000041
chr8,77912326,77912832,507,*,9,0.0154000207717627,0.129758419070229,0.0195266713138032,0.0662013495383197,0.00600814193714733,0.00256821404883054,PEX2,0.137556329981802
chr7,116503126,116503444,319,*,5,0.00307325813881921,0.463432552581491,0.007812197136308,0.0183005356993859,0.01645707259089,0.00705967352435118,CAPZA2,0.465331047298836
chr12,132378066,132378192,127,*,2,0.000648159234311038,0.00548240995961454,0.0156527010973682,0.00651448423782675,-0.013673532823742,-0.0119118678932965,"",0.0222873627237108
chr2,108993602,108994311,710,*,5,0.00851962499667562,0.0396974210013871,0.0198279318627862,0.0162293026915738,-0.0454052839173951,-0.012647324916741,"",0.049050381958997
chr17,72869660,72869935,276,*,3,0.00132697604251658,0.0274806607293631,0.0126376979125158,0.00921449057266677,0.0193890734691518,0.011912865092025,"",0.0369663307384876
chr19,59010761,59011427,667,*,5,0.00229221186522094,0.0137793818069445,0.0293514263807727,0.00972419481915983,-0.00887640640647625,-0.000985700548337742,SLC27A5,0.0236442818993886
chr2,68545960,68547349,1390,*,14,0.000502259406088093,0.00511205294093277,0.0612633203486396,0.00604396275250274,-0.0196335225583827,-0.00379399553999547,CNRIP1,0.0222873627237108
chr7,134671876,134671987,112,*,2,0.0122397448385515,0.0119119212482301,0.0325776537792896,0.0134657121132151,0.024968983187726,0.0152742911195794,AGBL3,0.0226516199481453
chr14,38064849,38065582,734,*,7,0.00609725778726167,0.0379573316449924,0.0275536850626268,0.0151403357764851,0.0164740499330815,-2.12068915250319e-05,"TTC6, FOXA1",0.0474049184067613
chr5,5287980,5288296,317,*,6,0.00155682733824447,0.00750745615879672,0.0375010049388942,0.00741236314002471,-0.0217448801497557,-0.00759376181099121,ADAMTS16,0.0222873627237108
chr19,18709415,18709521,107,*,5,5.92629180498479e-05,0.00205928849015278,0.0128171077435999,0.0014026478057235,0.0186107047309791,0.0114741285373565,CRLF1,0.0222873627237108
chr1,226308960,226309722,763,*,4,0.00229354635643107,0.0357397477846716,0.012459870674024,0.0106546708489906,-0.0180672341081957,-0.00625148594181865,"",0.0453267988652548
chr6,30434109,30434552,444,*,16,0.00212101299332875,0.0164153749082204,0.069341031206555,0.0116567357090979,0.0200831631638698,0.0066552220950747,TMPOP1,0.026253403404766
chr12,117477424,117478480,1057,*,5,4.30212123439413e-06,0.0126380312401316,0.00893367035126136,0.00151613249197583,-0.0696890006768021,-0.0232308617553322,TESC,0.0230263346969065
chr2,232379626,232379717,92,*,3,0.0158686373948758,0.0136096899330229,0.0818616124634461,0.0241192956938944,0.013713520754588,0.00803455400105406,"",0.0235397986432608
chr12,6976409,6976660,252,*,8,0.0135856626726217,0.0168062283884842,0.080583997407607,0.0231221925032197,0.00624259266255623,0.00186720497443479,TPI1,0.0265488678213311
chr1,244623953,244624785,833,*,7,0.00364279934085252,0.032348361339726,0.014158294069541,0.0110897280887078,0.0156164670702778,0.00446637174607108,C1orf101,0.0419160597548982
chr2,179060011,179060117,107,*,2,0.000785137695774457,0.00729747038187767,0.00928924739848483,0.00519658141518975,0.00844313526304209,0.0028080992006406,OSBPL6,0.0222873627237108
chr13,36044860,36045352,493,*,6,0.000922212551372527,0.00583474724462085,0.0182503873302475,0.00584422049855776,-0.0244010519265033,-0.0075258299309594,NBEA,0.0222873627237108
chr11,1669581,1669926,346,*,3,0.0127698756623055,0.00838882637875227,0.0190729973841443,0.00856969333330591,0.0351364439192983,0.0171063145709303,"",0.0222873627237108
chr4,100815442,100815590,149,*,3,0.0161316959824494,0.0184848901388533,0.0424749304528777,0.0208433238389087,0.00833803564890266,0.00631371817483461,LAMTOR3,0.0281688918117278
chr17,79423649,79423959,311,*,2,0.00345442701825312,0.00727124869055751,0.0143058797227726,0.00768731556548782,-0.0346896271464039,-0.0141905329461798,RP11-1055B8.7,0.0222873627237108
chr15,83735291,83735344,54,*,2,0.0124661671909055,0.0171468377503258,0.0344290231261654,0.0191373886504297,0.00970563227546618,0.00774165812692823,"RP11-382A20.5, RP11-382A20.6, BTBD1",0.0269318122776617
chr1,110881368,110882527,1160,*,12,0.000553442767442419,0.0268680188479826,0.0281208190068997,0.00798711959270366,0.00982813265899714,0.00511946565503838,"RBM15, RP5-1074L1.1",0.0363934800453697
chr20,30639305,30640595,1291,*,14,5.30232955789395e-05,0.00439102665091315,0.0175378959969683,0.00262771066714003,0.0272381507330964,0.0053507831757047,HCK,0.0222873627237108
chr8,141554311,141554380,70,*,2,0.000471579917596374,0.00366397441067229,0.00864787756341542,0.00304021344796789,-0.0139397414302649,-0.00673813782202032,AGO2,0.0222873627237108
chr6,25153422,25153566,145,*,3,0.0102970976918568,0.0387017826274288,0.0128171077435999,0.0118735302199345,0.0132338648538773,0.0046468046163749,CMAHP,0.0481266226157372
chr6,33358411,33359192,782,*,18,0.00402589141404432,0.0169020729940357,0.100477921757543,0.0185286033682165,0.0246953220953573,-0.00258981314433658,"",0.0266462267884985
chr11,133735024,133735550,527,*,3,0.00114499533638409,0.017291585832906,0.0115052397639161,0.00810031986051864,0.0240738324327372,0.00423045078032243,RP11-259P6.3,0.027076972166726
chr1,204301278,204301350,73,*,2,0.000376945169718902,0.00243184451355766,0.00934337517034838,0.00256624058298917,0.0310153416642681,0.0115201576107403,PLEKHA6,0.0222873627237108
chr5,122110725,122111354,630,*,6,0.00038706807859462,0.0130941935474007,0.00701917363471232,0.00659898310114167,0.0103777471312996,0.00427496703992695,SNX2,0.0232126605825067
chr4,109571402,109572013,612,*,8,0.000251926033527121,0.00118110410792468,0.0278504015907194,0.00315669028806688,0.01964879120295,0.0119013751910306,OSTC,0.0222873627237108
chr17,8079312,8079772,461,*,5,0.0138484653690845,0.0541400359123104,0.0937858085700891,0.0614027103169454,0.00701156850821735,0.00397873663630383,TMEM107,0.063333370319927
chr11,66444738,66444806,69,*,3,0.0194729168200199,0.0613844538392524,0.0309691775694317,0.041568158635632,0.0100635012514469,0.00451527559184158,RBM4B,0.0705845435875058
chr19,2739684,2740392,709,*,11,0.0115991061268349,0.0627554519045339,0.0332743954771728,0.0315455307430877,0.0134987666686119,0.00396996654265915,"AC006538.4, SLC39A3",0.0719124359053677
chr7,157915171,157915584,414,*,4,0.0172907797101267,0.151157864596717,0.0347366368120885,0.0193086730834433,-0.0113384124819295,-0.00384756021438593,PTPRN2,0.158545535006061
chr1,9711398,9711961,564,*,5,0.00206248361498302,0.0827358192377063,0.0162492765578928,0.00942662856910712,0.0145860806020371,0.00573420854847365,PIK3CD,0.0915856216282382
chr17,79875458,79876123,666,*,5,0.00278685447029187,0.0430474630115865,0.0132622057327462,0.0122227166701615,0.0282404588291703,0.0163568098825061,SIRT7,0.052267119197209
chr16,691570,692027,458,*,4,0.00200945383200993,0.0543830163576047,0.0136713824375509,0.0109050837608241,-0.00883393439372238,-0.00276995020543511,"FAM195A, AL022341.1",0.0635378091262833
chr13,48877530,48878037,508,*,12,0.0103890867087172,0.123715250805709,0.0415233926437238,0.0618754969272897,0.0102284741709251,0.00480289873857428,"RB1, LINC00441",0.131599342851117
chr6,33266652,33267268,617,*,17,0.0121779202569045,0.392832647573382,0.109913808649392,0.219602358995898,0.0172182380038825,0.00501450700608314,RGL2,0.395636167765839
chr5,131892242,131893006,765,*,9,0.00512074812676385,0.166087228594173,0.0336032858736656,0.0243428007372442,-0.0255234991495209,0.00110717061810863,"RAD50, IL5",0.173267971228285
chr8,22925391,22926911,1521,*,14,0.000711621232687454,0.047095989558568,0.00949024037157629,0.00474367274966792,-0.0258888355747376,0.000224089492131548,"RP11-875O11.2, TNFRSF10B",0.0563538927723564
chr10,2370970,2371438,469,*,7,0.00138141719389017,0.111292433906361,0.0183191435833497,0.011718353910223,0.0300423638324857,0.00200622063518507,"",0.119559138339544
chr8,710997,711581,585,*,4,0.000682263932559098,0.0727441253887244,0.0119218455503145,0.00800747390168658,0.0127786800712063,-0.000566765288444765,ERICH1-AS1,0.081729648235293
chr3,9834304,9834899,596,*,9,0.0109926581138808,0.0474801088791831,0.0381167176159841,0.0349833861873139,0.00809367749562909,0.00292178503150711,"ARPC4, ARPC4-TTLL3, TADA3",0.0566961197565014
chr19,19431259,19431847,589,*,14,0.00689858611501531,0.0683890268754652,0.0487311697568305,0.0264575560501023,0.00962801802686336,0.00277821473320185,"MAU2, SUGP1",0.0774344026644886
chr5,1076166,1077845,1680,*,11,0.00272904707082636,0.0412058040401488,0.0286014506078479,0.00937357344473193,0.00804012637057272,0.000407583428089119,SLC12A7,0.0504191879703029
chr5,141704548,141705539,992,*,15,0.000346497146460334,0.051468003028043,0.0156715631432692,0.0081696198312567,0.0236958603886081,0.00219582016092713,"AC005592.2, SPRY4",0.0606034108980015
chr17,73996245,73996331,87,*,2,0.0115600220269504,0.14901038801651,0.0132622057327462,0.0139177574303019,-0.0140040106849196,-0.0105875851590553,"TEN1, TEN1-CDK3",0.156434034488929
chr1,53924763,53925053,291,*,3,0.0132504706232835,0.192418884030009,0.0456433337168003,0.0658148776825194,-0.0134091218996413,-0.0075081624923277,"",0.198867009082946
chr8,134308734,134309501,768,*,4,0.0133943245306413,0.135660767616618,0.0324049194891087,0.0422936610472135,0.0196090232520817,0.0088481487623254,NDRG1,0.1433565225302
