cpg,chr,pos,UCSC_RefGene_Name,Relation_to_Island,logFC_M,dbeta,t,p_raw,p_bacon,fdr_bacon
cg03041730,chr4,903314,GAK,S_Shelf,0.07344221255287,0.00778446377561615,2.10275483696214,0.0361104791107646,0.0732028043320337,0.668517754679738
cg13303328,chr10,590014,DIP2C,OpenSea,-0.0709815898958447,-0.00700233327030131,-2.19704261386724,0.028589327870561,0.0732271552102915,0.668517754679738
cg26129669,chr6,29593913,GABBR1,N_Shore,0.0487519940965351,0.00804600212781481,2.10168263501804,0.0362049229402949,0.0733461492172141,0.668703302118714
cg19800605,chr4,903531,GAK,S_Shelf,0.0751371773105543,-0.000221024889940469,2.10073769923434,0.0362883317832357,0.0734726698901221,0.669026237269674
cg17861458,chr10,536227,DIP2C,OpenSea,-0.0548965091267189,-0.00705462576092952,-2.19419667475277,0.0287947910358625,0.073608242302346,0.669144744541435
cg06832183,chr1,25228797,RUNX3,Island,0.052812709121907,-0.000952851107294261,2.09941804604975,0.0364050917466659,0.0736496614018732,0.669144744541435
cg16138752,chr12,133128085,FBRSL1,N_Shelf,0.0850615321614482,9.76501899742077e-05,2.09891779491894,0.036449436770308,0.0737168460085023,0.669270487238832
cg07973967,chr17,62009607,CD79B,OpenSea,0.0514321057473744,-0.00307845047524484,2.09829925166146,0.0365043317363481,0.0737999867351654,0.669424383957823
cg23794671,chr6,32977580,HLA-DOA,S_Shore,0.0758567983450657,0.00723144314769324,2.0958379427147,0.0367234709678971,0.0741315803511976,0.670056180257389
cg20214067,chr12,133065776,FBRSL1,N_Shore,0.0602117513297403,0.0138422228299385,2.09569294247542,0.0367364158734329,0.0741511530628798,0.67007765825441
cg19757539,chr19,11098499,SMARCA4,Island,-0.0489385546450624,-0.00841986176151544,-2.18973050329054,0.0291197998374874,0.0742095558479891,0.670138271327374
cg21400896,chr17,47288569,ABI3,OpenSea,0.0324915882753192,0.053331135907212,2.09507119911943,0.036791966290733,0.0742351263538071,0.670199359427795
cg10462093,chr12,125348448,SCARB1,Island,-0.0764196330700365,-0.00146966370542483,-2.18496200807698,0.0294703022780586,0.0748559987157783,0.671272575051782
cg05244766,chr11,67350499,GSTP1,N_Shore,-0.0658352748391468,-0.00948269052203077,-2.18429340131981,0.0295197374204634,0.0749470051964815,0.671458016620639
cg11404906,chr6,32551749,HLA-DRB1,N_Shore,0.353931005100801,0.0274901859056974,2.08954042057879,0.0372892889813395,0.0749855445530405,0.671483634542551
cg15770585,chr7,4762742,FOXK1,N_Shore,0.0950130266877676,0.000689185939616754,2.0884289269356,0.0373899236373748,0.0751370975100587,0.671741956338653
cg23431468,chr2,136288830,R3HDM1,N_Shore,0.0718301884548098,0.0113540239918591,2.08599608267862,0.0376110033696522,0.0754696904511695,0.671791103182159
cg13874012,chr10,589143,DIP2C,OpenSea,-0.0617845677640191,-0.00644769486897534,-2.17913338965737,0.029903670001139,0.075652396511181,0.671934927538359
cg26423160,chr7,73803525,CLIP2,OpenSea,0.0439757359843736,0.00226127524708541,2.08455745943006,0.037742259866675,0.0756669286799231,0.671938511741906
cg05897918,chr4,174089748,GALNT7,N_Shore,0.0635974234042595,0.0151260527100461,2.08292807467379,0.0378913931807933,0.0758908285402579,0.67241876788307
cg21565575,chr20,35274281,SLA2,OpenSea,0.0626273208517864,0.0491198102806706,2.08167680705376,0.0380062596847454,0.0760631366118126,0.672631666627209
cg09770905,chr2,157292411,GPD2,Island,0.0700574523368763,0.00227713894829817,2.08132411539031,0.0380386904690931,0.0761117622702529,0.672631666627209
cg14774371,chr12,133659856,ZNF140,S_Shelf,-0.0869739619400455,-0.0215532479892954,-2.1745315784072,0.0302496966230388,0.0762860418035918,0.672716242060854
cg01275887,chr7,4747216,FOXK1,OpenSea,-0.0996259562291496,-0.0131227819945623,-2.17313830032083,0.0303551409093988,0.076478740324766,0.672942438064877
cg05437995,chr6,29571875,GABBR1,OpenSea,-0.060481597572058,0.000187666151822752,-2.17248389740105,0.0304047758906259,0.0765693849786408,0.672999965872667
cg07147234,chr12,56522077,ESYT1,N_Shore,-0.0543904375857425,-0.00394381837195026,-2.16987841049497,0.0306030907947423,0.0769311531991589,0.673668806171594
cg06940851,chr2,170683823,UBR3,N_Shore,0.0905994029828909,0.0232061998351469,2.07501743395062,0.0386226037903083,0.0769855542706799,0.673697498411225
cg14132884,chr14,75230010,YLPM1,Island,0.143503175172675,0.00503637295361699,2.07493262805177,0.0386305074764003,0.0769973596217594,0.673697498411225
cg16819888,chr7,69478390,AUTS2,OpenSea,-0.0853435260309917,-0.02734832907364,-2.16914780821451,0.0306588998828269,0.0770328460304698,0.673778182278559
cg00011460,chr4,40439822,RBM47,Island,-0.0609947021014862,-0.00702250939012761,-2.16835255793632,0.0307197469820008,0.0771436617399574,0.673815556337145
cg23580725,chr14,99707721,BCL11B,OpenSea,-0.113105338728384,0.0182509021568703,-2.16801800301094,0.0307453759183645,0.0771903197566469,0.673896032579494
cg19114214,chr11,67349590,GSTP1,N_Shore,0.0612596048208177,-0.0292726257505308,2.07242900601612,0.0388644607706955,0.0773465399693868,0.674140394955609
cg15282907,chr12,133066680,FBRSL1,N_Shore,0.0920153863411123,0.00641703953948701,2.07194870164137,0.0389094811149224,0.0774136753280794,0.674140394955609
cg04477005,chr16,89976526,TCF25,N_Shore,0.0504498225901105,0.00743776304719124,2.07015226226044,0.0390782610721486,0.0776651966449901,0.674386540040115
cg08482694,chr1,186649530,PTGS2,Island,0.062578755857118,0.00742639454808503,2.06869375351528,0.0392157502941862,0.0778698931654934,0.674549179121527
cg02924834,chr16,87744876,KLHDC4,S_Shore,0.037526149864001,0.000976252252818943,2.06794230070965,0.039286748278285,0.0779755282588097,0.674636100107716
cg16854466,chr12,132474827,EP400,OpenSea,-0.062604244714369,-0.0135959654610562,-2.16181667988516,0.0312237822187827,0.0780593457785305,0.674636100107716
cg04661674,chr6,29596874,GABBR1,S_Shore,0.0830481095155038,0.0101066730188298,2.06659231839278,0.0394145711012274,0.0781655944110117,0.674663913207494
cg26522543,chr16,28304663,SBK1,Island,0.0420651653684166,0.00663222003771088,2.06504082822841,0.0395619111765317,0.0783844967963145,0.674977855647386
cg14385961,chr6,42952270,PPP2R5D,OpenSea,-0.0843983452945974,0.00403026231527476,-2.15916425464162,0.0314303553514848,0.0784334691474373,0.674977855647386
cg14793544,chr6,30538842,ABCF1,N_Shore,0.0704983366983538,0.0131074446906922,2.06121796207282,0.0399269605018363,0.078926001338298,0.675478380734148
cg17367215,chr19,39936620,SUPT5H,Island,0.0970651380940093,0.00713852812393238,2.0592048299414,0.0401203468639035,0.0792123800684952,0.675751687694368
cg02514579,chr10,717091,DIP2C,OpenSea,-0.315373089224947,-0.013204166918527,-2.15179496455365,0.032010469181444,0.0794805689862423,0.676176604840017
cg08342691,chr10,94608593,EXOC6,Island,0.0650042590635416,0.00465122069727115,2.05660519197105,0.0403712537293167,0.0795834419856755,0.676268474304279
cg26530200,chr12,133656595,ZNF140,N_Shore,0.0689801074925004,0.00690064607099546,2.05609945839696,0.0404202200170369,0.0796557923056769,0.676353954471525
cg07403350,chr13,108867111,LIG4,Island,0.148381342650905,0.0202922078893286,2.05547140803037,0.0404810996521417,0.079745715704448,0.676527770824425
cg17462478,chr1,25559024,SYF2,Island,0.207130837089646,0.010934897472026,2.05514623297474,0.0405126509234314,0.0797923062380577,0.676679083648614
cg06085905,chr17,80398117,HEXDC,S_Shore,0.0597930005339466,0.000597108262062385,2.05402949935756,0.0406211653779454,0.0799524784308864,0.676746670089228
cg27284288,chr11,60739005,CD6,OpenSea,0.0550834507985393,0.0100910773041532,2.05182475535125,0.040836129449423,0.0802694702139207,0.677164319549008
cg25919221,chr1,9006680,CA6,OpenSea,-0.0743751483145791,0.0339830126952079,-2.14553331310764,0.0325106054426127,0.0803791908140669,0.67740574177441
cg20194872,chr6,41519635,FOXP4,S_Shelf,0.0407835764197154,0.00823345605642056,2.05051292219296,0.0409644926921294,0.0804585658319167,0.677476794920087
cg06042849,chr10,547025,DIP2C,OpenSea,0.0567824009162477,0.00669089368630123,2.05049840511012,0.0409659151104044,0.0804606604351097,0.677476794920087
cg16243981,chr4,893811,GAK,N_Shore,0.0424055908904113,0.00155336357881652,2.04793719405122,0.0412175269989529,0.0808308996310726,0.677699598521937
cg03442734,chr15,75745229,SIN3A,Island,0.0414318980429331,0.00668817563069125,2.04643674072617,0.0413655401308021,0.0810484414198333,0.677973873157059
cg04252710,chr14,69381541,ACTN1,OpenSea,-0.0873398985454116,-0.0268786941739763,-2.14086401085395,0.0328879157242207,0.0810546492538442,0.677973873157059
cg19780563,chr10,94594494,EXOC6,OpenSea,-0.0706631791456471,-0.0107909709483129,-2.14002908668958,0.0329557781896554,0.0811759131441844,0.678220306752363
cg18321354,chr7,3084516,CARD11,OpenSea,-0.0460828876442096,-0.0145539204328238,-2.13959904073129,0.0329907791619072,0.0812384301987503,0.678252903356839
cg20161984,chr4,84205961,COQ2,Island,0.0560306407334296,0.0233206015013547,2.04207306342108,0.0417985679773838,0.0816838072435309,0.678719759149653
cg00457155,chr11,18656868,SPTY2D1,S_Shore,-0.0768295726874281,-0.0121439465331562,-2.13437295752712,0.0334186833523806,0.0820012888426164,0.678942941678395
cg05746370,chr16,87746161,KLHDC4,S_Shelf,0.0391581633954117,0.00264544808740308,2.03896242660947,0.0421095969536579,0.0821391886126925,0.679305128325373
cg24396358,chr6,32977400,HLA-DOA,S_Shore,0.0517524433450702,0.0112156789792112,2.03795702755803,0.0422105450570525,0.0822868133925986,0.679600605264587
cg25893831,chr1,32799069,HDAC1,N_Shore,0.0646918272940181,0.0021637028967848,2.03731912968153,0.0422747003365985,0.0823805887266742,0.67960184244044
cg06243191,chr3,71633826,FOXP1,S_Shore,0.0547146614914891,0.00709921722925514,2.03660113017933,0.0423470107037781,0.0824862431730436,0.679832072947214
cg02159643,chr16,2816725,SRRM2,Island,-0.0886093186308533,-0.0208210533219787,-2.13003558273365,0.0337774322586156,0.0826388244234501,0.680084072463296
cg16405703,chr1,226893399,ITPKB,S_Shelf,-0.0445651381178559,-0.00373582097711067,-2.12987042046689,0.0337911580898289,0.0826631802318408,0.680155176560937
cg02128191,chr10,669285,DIP2C,Island,-0.0544578224035714,-0.00682120716073453,-2.12915214438445,0.0338509062106003,0.0827691691677416,0.680355747394047
cg23660999,chr11,777775,PDDC1,Island,0.202675326616903,0.00647609505469922,2.03445761905291,0.0425635106640567,0.0828023169172881,0.680411436906769
cg00087568,chr16,560280,RAB11FIP3,Island,-0.0462989392677346,-0.00708172909752414,-2.12888460615367,0.0338731839181053,0.0828086752936178,0.68043657548237
cg05210398,chr12,132470983,EP400,OpenSea,-0.0939540143890882,-0.0224644259541493,-2.12844667049745,0.0339096776468011,0.0828733761943076,0.680611995770214
cg01082242,chr10,102295570,HIF1AN,OpenSea,0.060401372861464,0.00599428052350787,2.0328254772613,0.0427289904760827,0.0830436437915085,0.680922015315294
cg19657934,chr12,133128014,FBRSL1,N_Shelf,0.0469571639537812,0.0106476793999976,2.03279049125934,0.0427325436106369,0.0830488230193757,0.680922015315294
cg04794887,chr4,1858231,LETM1,Island,-0.054482942911785,-0.000366525594922756,-2.12670294546098,0.0340553192711551,0.083131401682147,0.681014153517584
cg23488055,chr4,1845965,LETM1,S_Shelf,-0.0684057047937812,-0.0119199990601993,-2.1256769125767,0.034141267463065,0.0832835315018062,0.68143374353364
cg20455854,chr5,139040849,CXXC5,Island,-0.0594080098528912,-0.0680219473037264,-2.1246892233244,0.034224179431138,0.0834301890695501,0.68162916082669
cg05245430,chr14,91755524,CCDC88C,Island,0.0812101163705727,0.00899351080196997,2.02966511512098,0.0430509662202653,0.0835125517995584,0.681649261000519
cg19002779,chr20,57465993,GNAS,Island,0.063265509047095,0.0102031238818818,2.02894005693138,0.0431251242846676,0.0836204316973252,0.681730634867164
cg01017090,chr20,57427046,GNAS,Island,0.0496825104317893,0.010586761767087,2.02830405361778,0.0431902631125018,0.0837151541905276,0.681881272113248
cg17002328,chr14,91751773,CCDC88C,N_Shelf,0.0528613122194951,0.0171918808012098,2.02779341152395,0.0432426229532111,0.0837912690063457,0.681952376530077
cg02151120,chr11,71724287,NUMA1,OpenSea,0.0358354152554436,0.00333568829329489,2.02736097188126,0.0432870062213838,0.0838557710025984,0.682050499170529
cg19150666,chr1,67391091,MIER1,Island,-0.0660783555551014,0.00690184123761956,-2.11837824624591,0.0347580451874344,0.0843722228911489,0.68298500627619
cg19795082,chr4,88312560,HSD17B11,OpenSea,0.0602988560590256,0.00721315747283347,2.02212526060182,0.0438274439887412,0.0846399154068687,0.683368966267837
cg01455471,chr6,29600468,GABBR1,Island,0.0780104342452578,0.00848645300574743,2.02182327850325,0.0438587886921864,0.0846853231354085,0.683368966267837
cg00052246,chr3,71106252,FOXP1,OpenSea,-0.0716627916726923,-0.00246580199486068,-2.115975831771,0.0349631409643791,0.0847330833983089,0.683379466378845
cg25729826,chr3,121903095,CASR,Island,0.0637597396337588,0.00815486429592012,2.02126176123287,0.0439171227648348,0.0847698084223902,0.683467246843662
cg01008405,chr5,139039026,CXXC5,N_Shore,0.0325648524910506,0.000490516905256033,2.02083545374531,0.0439614542624105,0.0848339957094363,0.683527437559058
cg02595823,chr10,73848915,SPOCK2,S_Shore,0.0598275384290455,-0.0167259379614597,2.02062270806413,0.0439835917579257,0.0848660426139869,0.683527437559058
cg05239609,chr11,34129779,NAT10,S_Shelf,-0.0629838977440288,-0.014378137268046,-2.11096423603174,0.0353943246592768,0.085489881135122,0.684443384363743
cg02689514,chr16,88992127,CBFA2T3,N_Shelf,0.0564867516857437,0.014598035864878,2.01593093651781,0.044474206073534,0.0855752791517562,0.684633132672473
cg03595018,chr16,937477,LMF1,OpenSea,0.0855275586233664,-0.000746528719214545,2.01581600534076,0.0444862822482734,0.0855927127760717,0.684633132672473
cg24072013,chr1,25559262,SYF2,S_Shore,0.046028809084904,0.00752557219834069,2.0155254746875,0.0445168215873363,0.0856367954484673,0.684732948560496
cg19655128,chr17,48227965,PPP1R9B,Island,0.0774741963539823,0.0300752183930304,2.01545290393166,0.0445244526853911,0.0856478095870086,0.684803959530226
cg02276944,chr2,157291826,GPD2,N_Shore,0.0322293463327793,-0.0330306022435017,2.01397168496563,0.0446804508639512,0.0858728659904132,0.685301622003512
cg24921221,chr8,12584192,LONRF1,OpenSea,-0.0393375265511916,0.0154123356534355,-2.10530610734799,0.0358866002941677,0.0863508681971952,0.686105302375254
cg12791877,chr10,464452,DIP2C,N_Shore,-0.0739509019987303,-0.0154666788214369,-2.10425657988051,0.0359785540675458,0.0865113402938032,0.686452549398316
cg15462925,chr8,12613305,LONRF1,Island,-0.0830459479498627,0.000480908067474153,-2.1038369948909,0.036015372160336,0.0865755619250236,0.686495533101445
cg01509853,chr7,4754502,FOXK1,N_Shelf,0.0425683659678951,-0.0180632126134787,2.00928569368296,0.0451770186061839,0.0865880042845247,0.686495533101445
cg25351920,chr1,3696960,LRRC47,OpenSea,0.0506288065757735,-0.00125251909605772,2.00880645123259,0.0452280654628284,0.0866614126886215,0.686495533101445
cg23277830,chr1,3704460,LRRC47,S_Shore,-0.0593121027489247,0.0289358816648604,-2.1030156199803,0.0360875402002818,0.0867013929205118,0.686495533101445
cg19992015,chr3,71027139,FOXP1,OpenSea,-0.0526210757445624,-0.00871737872594425,-2.10191026595683,0.0361848546456884,0.0868709612810857,0.686796970225376
cg06521472,chr16,88990232,CBFA2T3,N_Shelf,0.049922775897368,0.0122331985183742,2.00732402142401,0.0453862766332169,0.0868888034190325,0.686796970225376
cg07876105,chr16,89973135,TCF25,OpenSea,-0.0388526418335143,-0.0033249690842827,-2.10174878456727,0.0361990901126788,0.0868957559544649,0.686796970225376
cg15506587,chr11,13482077,BTBD10,N_Shelf,-0.0403958994747707,-0.00592310177799671,-2.10120542583022,0.0362470253481717,0.0869792279721338,0.686806311373629
cg00739471,chr14,69415588,ACTN1,OpenSea,0.0740743186826586,0.0292388290032808,2.00369971342534,0.0457750508032394,0.0874467666421083,0.687643611292567
cg12024564,chr12,62546633,FAM19A2,OpenSea,-0.0662773488294765,-0.00207563260924271,-2.09708416210499,0.0366123753741408,0.0876144551461196,0.687940416342429
cg20188214,chr4,890209,GAK,N_Shelf,-0.0472792615661637,-0.01079758482777,-2.09670862755267,0.0366458225194955,0.0876725233847654,0.688042988935355
cg12760625,chr10,712442,DIP2C,S_Shore,-0.0376250332642588,-0.0064820148835294,-2.09599189634834,0.03670973101657,0.0877834364205054,0.688264858940561
cg07482470,chr7,69124459,AUTS2,OpenSea,-0.0464304970113193,-0.00989352264463006,-2.0954199590075,0.0367607970766516,0.0878720239970031,0.688280508826631
cg10664162,chr10,676761,DIP2C,N_Shore,0.0425163095203936,0.0196190141875139,2.0006030827339,0.0461094492051813,0.0879257807804321,0.688445411443795
cg21678396,chr12,133145052,FBRSL1,N_Shore,0.0767744508582497,0.000847148207707371,1.99889000911743,0.0462953258197405,0.0881916818905292,0.688746557018931
cg10176457,chr19,797221,PTBP1,Island,0.0921204308974225,0.0056928743991037,1.99551640880598,0.0466632293076524,0.0887172233202478,0.689546584854144
cg20219074,chr11,18656078,SPTY2D1,Island,0.211376107253338,0.00572919242817033,1.99486742442478,0.0467342859593287,0.0888186113570515,0.689749490105605
cg15697902,chr19,14676213,TECR,Island,0.0650828407971504,0.0113088304242658,1.99455934437582,0.0467680493144636,0.0888667740473156,0.689867129856311
cg08373403,chr7,2983590,CARD11,OpenSea,-0.0563812755511701,-0.0028912553484528,-2.08889992915647,0.0373472507941006,0.088887018204076,0.689908437539481
cg14817542,chr10,102295790,HIF1AN,OpenSea,-0.038536362984088,0.000921093082280944,-2.08873498117667,0.037362190359102,0.0889128181916015,0.689928945362335
cg09555736,chr16,474271,RAB11FIP3,N_Shore,0.0845540485114435,-0.0508512535033884,1.99311862278535,0.0469262156095078,0.0890922839368541,0.690103904544014
cg23963476,chr19,11099907,SMARCA4,S_Shore,-0.0500329963634485,-0.0144896928521655,-2.08653941825884,0.0375615322736085,0.0892568074852919,0.690350267199819
cg26725665,chr10,636140,DIP2C,OpenSea,-0.0579353062950041,0.00308299993340133,-2.08447026078874,0.0377502282167537,0.0895819725952464,0.691050400952992
cg09180629,chr3,49395208,GPX1,Island,0.0545475306709934,0.0112595416266438,1.98985283488718,0.0472864157427132,0.0896051705018125,0.691072968518558
cg00089798,chr12,62585204,FAM19A2,Island,0.0629871348182926,-0.000593385503624283,1.98922702489287,0.0473557052720352,0.0897037238322982,0.691162366464292
cg02234043,chr4,864017,GAK,N_Shelf,-0.0558205084222625,-0.0137971765398165,-2.08299482372327,0.0378852739470284,0.0898144174461321,0.691305045272339
cg04972244,chr16,57117433,NLRC5,OpenSea,-0.0481041046451772,-0.00382759374245456,-2.0825407782017,0.0379269153250434,0.0898860467823318,0.691431376583242
cg22409504,chr6,30558319,ABCF1,OpenSea,-0.052854459090799,0.0110948742133223,-2.08183132865191,0.0379920585169234,0.0899980602140329,0.691507800270009
cg04097610,chr16,57023835,NLRC5,S_Shore,0.0558152971090165,0.0122399445948067,1.98614913812268,0.0476977366064639,0.0901897040335242,0.691734246625491
cg13338207,chr3,98452879,ST3GAL6,S_Shore,0.04829592105961,0.00287167309713188,1.98470796048172,0.0478586031013684,0.0904179846738875,0.692230652649477
cg23744433,chr1,67390759,MIER1,Island,-0.0421058492467417,-0.00399711711204601,-2.07894257223979,0.0382582975461804,0.0904553202514466,0.692375133812576
cg08415156,chr16,88972776,CBFA2T3,N_Shelf,0.0484695593410669,-0.0104201770614383,1.98334627077637,0.0480110172994432,0.0906341014403009,0.692625410291654
cg05966045,chr13,30423326,UBL3,N_Shore,0.0863398220739302,0.0224446451130052,1.98296149413776,0.0480541595383277,0.0906952454264167,0.692774697828528
cg05742988,chr12,56521901,ESYT1,N_Shore,0.045989358747476,0.00680269311054187,1.98193605644623,0.0481692942000332,0.090858357460159,0.693026126505129
cg19738386,chr2,136288977,R3HDM1,Island,0.0812937158743573,0.01903579980339,1.98137010100232,0.0482329384230787,0.0909484825854062,0.693078693131835
cg06876672,chr6,42952166,PPP2R5D,OpenSea,0.063848355952694,0.00460599745049771,1.9802030786525,0.04836439918358,0.0911345510921142,0.693442102769767
cg27635976,chr16,88984067,CBFA2T3,OpenSea,0.0468005398448441,0.00900865200872392,1.98007166875787,0.0483792209281208,0.0911555220715565,0.693472645048365
cg16519923,chr16,30485810,ITGAL,S_Shore,-0.0546545307019918,0.0593238608309084,-2.07391019609658,0.0387259040671995,0.0912563557375605,0.693586931680928
cg20002354,chr1,32757402,HDAC1,N_Shore,0.0567819740579303,0.00604944835937211,1.97898327392434,0.0485021284372807,0.0913293621746879,0.69364198636909
cg11903057,chr4,40198776,RHOH,OpenSea,0.0555915537957916,0.0050931946203556,1.97832649220215,0.0485764230895723,0.0914343932340592,0.693822646697589
cg17727492,chr2,190525875,ASNSD1,N_Shore,0.0680794067526996,0.0103860382435042,1.97799352070828,0.0486141252012229,0.0914876783645129,0.693825604372012
cg05320607,chr10,94609036,EXOC6,Island,0.0424900551450731,0.00629794784104713,1.97795036360321,0.0486190136527809,0.0914945865842334,0.693825604372012
cg15473325,chr12,133137087,FBRSL1,Island,0.0974220181189456,0.00563740301377513,1.97731871047496,0.0486906091007852,0.0915957441901083,0.693957419643055
cg05391509,chr19,56167032,U2AF2,Island,0.0497802555760564,0.00729660320224831,1.97686917731318,0.0487416160541661,0.0916677904890648,0.694002246684067
cg03068319,chr6,17600252,FAM8A1,N_Shore,0.0458223071059715,-0.0153326355140746,1.97564333317737,0.0488809371637565,0.0918644869267699,0.694234388115896
cg11518020,chr1,25559545,SYF2,S_Shore,0.0815324300597721,0.0174730579437422,1.97486737977872,0.0489693000576875,0.091989169990286,0.694327198275051
cg27291602,chr10,644977,DIP2C,OpenSea,-0.0691161243552098,-2.99755074421038e-05,-2.06849382323986,0.0392346292132624,0.0921248763301158,0.694421766603831
cg27494383,chr15,41805868,LTK,S_Shore,0.0595713059124981,0.00121119539844776,1.97384344021984,0.0490861086903665,0.0921539084182615,0.694481454525659
cg01382936,chr19,44716836,ZNF227,Island,0.0626083057999458,0.00574114564318516,1.97353034138357,0.0491218730986972,0.092204329192693,0.694548054248489
cg23701703,chr14,91753388,CCDC88C,N_Shore,-0.0523680285609904,-0.00982744543103431,-2.06720267382815,0.0393567358850781,0.0923328903959145,0.694743589546753
cg01924372,chr16,28309935,SBK1,OpenSea,0.0356687041035439,-0.000619187740153904,1.97147352112834,0.0493573640808808,0.0925361063146744,0.695244212800277
cg09029538,chr16,70286779,AARS,S_Shore,-0.0575382618934482,-0.0110812912854802,-2.06572876257939,0.0394965224382041,0.0925708097040409,0.695244212800277
cg10009968,chr7,3033408,CARD11,OpenSea,0.0827601445167422,-0.00201157794316287,1.97088741783688,0.0494246424518673,0.0926308234974944,0.695372805210038
cg15346619,chr10,675907,DIP2C,N_Shelf,0.0649664331602733,0.00535051877885051,1.97068984673323,0.0494473388913989,0.0926627694991607,0.695399128649284
cg26256263,chr1,25258146,RUNX3,Island,0.0755146610820155,0.00175757707270008,1.97022594306319,0.0495006654014996,0.0927378145667514,0.695472623771672
cg03558338,chr9,36400111,RNF38,N_Shore,0.0502006719125804,0.0117898087117503,1.96982507187151,0.049546785214942,0.0928027022476204,0.695640760285508
cg11548404,chr12,133076622,FBRSL1,S_Shelf,0.07353603254739,0.0082662021374752,1.96959039348326,0.0495738015048251,0.0928407057651616,0.695640760285508
cg02588098,chr16,79029362,WWOX,OpenSea,-0.0652948522895387,-0.0128101625639327,-2.06334736854762,0.0397232690224273,0.092956255157288,0.695835254266341
cg24462656,chr12,133156510,FBRSL1,N_Shelf,-0.0646160747163986,-0.0164238667136214,-2.06292182927344,0.0397639036833631,0.0930252671676127,0.695942059088324
cg09237302,chr4,906077,GAK,N_Shore,-0.0358534499825804,-0.0154254149421577,-2.06116309974992,0.0399322201690659,0.0933109261595326,0.696349073962528
cg01373089,chr6,29589631,GABBR1,OpenSea,-0.0728679803315979,-0.00769898037289418,-2.06094623674277,0.0399530166663617,0.093346198500015,0.696448715098815
cg08613888,chr16,1001743,LMF1,OpenSea,-0.0449162277040539,-0.00467981861491318,-2.06052375407431,0.0399935579455133,0.0934149451946491,0.696583646496216
cg27291138,chr3,122283635,PARP9,S_Shore,0.0503818784490692,0.00728508415376279,1.9656477763116,0.0500295351312769,0.0934810380344882,0.696735294368802
cg00393279,chr12,100594767,ACTR6,Island,0.051791192036799,0.00626937423651265,1.96522790745321,0.0500782755247908,0.0935494384444385,0.696841396214901
cg05434863,chr6,29600206,GABBR1,Island,0.0657878694494514,0.00925361242290699,1.96492859406906,0.0501130456487913,0.0935982237925433,0.696888404007532
cg12891342,chr11,58344244,LPXN,N_Shore,-0.0613442806282525,-0.010230191910316,-2.05914512931381,0.0401260940053959,0.093639558628305,0.696920165678225
cg20750930,chr12,133159939,FBRSL1,Island,0.0503730672492815,0.0111562753451236,1.96375057116492,0.0502500895536412,0.093790429023748,0.697215694081059
cg18182358,chr3,98451002,ST3GAL6,N_Shore,0.0831095778917998,0.0116129950304302,1.96166834181909,0.0504930944240143,0.0941309379924646,0.697565516654631
cg08215925,chr3,71633214,FOXP1,Island,0.126676366941222,0.0104298808523753,1.96155631659111,0.0505061962059452,0.094149285646509,0.697565516654631
cg01161216,chr16,89939448,TCF25,Island,0.0486542101463983,0.00871553835924878,1.96111153667219,0.0505582431459189,0.0942221606391683,0.697587832929346
cg02675010,chr2,30369584,YPEL5,Island,0.108335765661667,0.00899953679661488,1.95965831300424,0.0507286099852614,0.0944605794623845,0.697880781289865
cg08647910,chr6,134497084,SGK1,N_Shore,0.0433061300791765,-0.00742619533725714,1.95939699344761,0.0507592966009892,0.0945035033297165,0.698013126855183
cg23470272,chr19,14640395,TECR,Island,-0.063575884477296,0.00136168404769561,-2.05369701233815,0.0406535213121099,0.0945314389913009,0.698131957109602
cg18493314,chr14,21899075,CHD8,OpenSea,0.0438894602203224,0.00453049202586942,1.95684411518521,0.0510599015649942,0.0949236572375294,0.698722936913876
cg22856539,chr1,25559038,SYF2,Island,0.138288596743525,0.00997351871356877,1.95666731534185,0.0510807752787249,0.0949528103629859,0.698790258935436
cg04997045,chr4,1240068,CTBP1,N_Shore,0.0684940527390151,-0.0055553508478563,1.95554849862531,0.0512130337290152,0.0951374622050301,0.699062107758982
cg11985754,chr4,1214965,CTBP1,N_Shelf,0.0624140440327087,0.00291781806360469,1.95550002352348,0.0512187706046606,0.0951454691334735,0.699062107758982
cg12411068,chr19,11072235,SMARCA4,Island,0.0598053820195392,0.00757770409689895,1.95479161140865,0.0513026705810783,0.0952625434819569,0.699265371369799
cg24097241,chr3,71247280,FOXP1,OpenSea,0.0761746424379153,-0.0057583696308664,1.95462310130395,0.0513226448754635,0.095290408956272,0.699280194361979
cg04522898,chr2,136292219,R3HDM1,S_Shelf,-0.0513819075463326,-0.0121476062769559,-2.04837991983478,0.0411739401732128,0.0954084221923825,0.6994616704342
cg15899738,chr7,3033579,CARD11,OpenSea,-0.0533519638568586,-0.010728441795207,-2.04787472775682,0.0412236800293173,0.0954920846850654,0.699622638465547
cg04184185,chr4,1235735,CTBP1,S_Shore,0.0408916094530942,0.0162967041592296,1.95327372843624,0.0514828281717104,0.0955137819156396,0.699622638465547
cg25867650,chr15,75743273,SIN3A,Island,0.058641548491355,0.013717311719085,1.95182809067825,0.0516549048372636,0.095753555417371,0.6998596962936
cg10301401,chr16,938327,LMF1,OpenSea,-0.0833728320575413,-0.00420051882212602,-2.04457559298,0.041549761782867,0.0960398843582824,0.700284145443528
cg03895435,chr7,2958317,CARD11,OpenSea,-0.0654291427760378,-0.00418008236346412,-2.04431136585115,0.0415759721685687,0.0960838661004166,0.700318516017476
