cpg,gene,dmr_fdr,tier
cg12608306,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg12679308,CUX1,0.0435352689678904,DMR_top50
cg12723011,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg12748890,SYTL1,0.0435352689678904,DMR_top50
cg12749246,OR2I1P,0.0435352689678904,DMR_top50
cg12878213,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg12970542,CHST11,0.0435352689678904,DMR_top50
cg13101841,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg13104298,MEST,0.0435352689678904,DMR_top50
cg13231951,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg13272327,ARMC8,0.0435352689678904,DMR_top50
cg13403689,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg13462232,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg13525276,TSHR,0.0435352689678904,DMR_top50
cg13641185,OR2I1P,0.0435352689678904,DMR_top50
cg13733797,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg13806070,BMP8A,0.0435352689678904,DMR_top50
cg13917504,MEST,0.0435352689678904,DMR_top50
cg14040633,"TEN1, TEN1-CDK3",0.0435352689678904,DMR_top50
cg14048698,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg14076451,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg14088957,MEST,0.0435352689678904,DMR_top50
cg14104369,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg14158573,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg14235271,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg14263118,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg14278853,OR2I1P,0.0435352689678904,DMR_top50
cg14286550,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg14373410,TSHR,0.0435352689678904,DMR_top50
cg14415733,BMP8A,0.0435352689678904,DMR_top50
cg14426347,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg14428310,RAB38,0.0435352689678904,DMR_top50
cg14473102,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg14502728,FRAS1,0.0435352689678904,DMR_top50
cg14525755,RP13-977J11.2,0.0435352689678904,DMR_top50
cg14537800,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg14584935,MEST,0.0435352689678904,DMR_top50
cg14925994,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg15153412,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg15222215,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg15380744,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg15391834,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg15485440,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg15490715,OR2I1P,0.0435352689678904,DMR_top50
cg15520279,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg15561201,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg15692032,FUCA1,0.0435352689678904,DMR_top50
cg15696058,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg15709446,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg15794252,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg15808943,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg15814717,OR2I1P,0.0435352689678904,DMR_top50
cg15818307,OR2I1P,0.0435352689678904,DMR_top50
cg15918649,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg15926590,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg15947940,BMP8A,0.0435352689678904,DMR_top50
cg15967188,RNF4,0.0435352689678904,DMR_top50
cg15993458,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg16044251,OR2I1P,0.0435352689678904,DMR_top50
cg16085276,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg16152424,FRAS1,0.0435352689678904,DMR_top50
cg16162324,CHST11,0.0435352689678904,DMR_top50
cg16261730,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg16294486,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg16328251,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg16411857,NLRC5,0.0435352689678904,DMR_top50
cg16494397,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg16501436,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg16586594,ABAT,0.0435352689678904,DMR_top50
cg16618104,CHST11,0.0435352689678904,DMR_top50
cg16644366,"SPN, QPRT",0.0435352689678904,DMR_top50
cg16651196,BMP8A,0.0435352689678904,DMR_top50
cg16709901,RNF4,0.0435352689678904,DMR_top50
cg16718260,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg16823958,MEST,0.0435352689678904,DMR_top50
cg16875032,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg16934127,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg16990996,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg16993684,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg17079325,MEST,0.0435352689678904,DMR_top50
cg17082661,FRAS1,0.0435352689678904,DMR_top50
cg17108629,RAB38,0.0435352689678904,DMR_top50
cg17124278,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg17190891,SH2B2,0.0435352689678904,DMR_top50
cg17199468,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg17285922,RAB38,0.0435352689678904,DMR_top50
cg17304786,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg17334845,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg17378691,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg17580798,MEST,0.0435352689678904,DMR_top50
cg17626301,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg17652507,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg17658854,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg17740822,DUSP6,0.0435352689678904,DMR_top50
cg17765294,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg17830209,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg17863912,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg17867605,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg18030038,ARMC8,0.0435352689678904,DMR_top50
cg18070394,RNF4,0.0435352689678904,DMR_top50
cg18101225,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg18160880,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg18256429,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg18300848,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg18309761,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg18323236,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg18342026,OR2I1P,0.0435352689678904,DMR_top50
cg18395636,RAB38,0.0435352689678904,DMR_top50
cg18436324,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg18462226,G3BP2,0.0435352689678904,DMR_top50
cg18488157,OR2I1P,0.0435352689678904,DMR_top50
cg18588589,OR2I1P,0.0435352689678904,DMR_top50
cg18622493,FRAS1,0.0435352689678904,DMR_top50
cg18625627,TSHR,0.0435352689678904,DMR_top50
cg18643176,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg18668503,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg18698681,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg18730387,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg18825078,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg18903583,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg18965179,CUX1,0.0435352689678904,DMR_top50
cg18997188,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg19002779,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg19049734,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg19116006,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg19367136,FUCA1,0.0435352689678904,DMR_top50
cg19384289,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg19386484,MEST,0.0435352689678904,DMR_top50
cg19437060,GIT2,0.0435352689678904,DMR_top50
cg19464106,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg19494946,BMP8A,0.0435352689678904,DMR_top50
cg19556079,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg19677624,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg19690984,OR2I1P,0.0435352689678904,DMR_top50
cg19712821,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg19765886,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg19776032,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg20008140,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg20018057,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg20034792,OR2I1P,0.0435352689678904,DMR_top50
cg20126878,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg20194454,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg20213508,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg20272155,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg20297423,MEST,0.0435352689678904,DMR_top50
cg20360395,RP13-977J11.2,0.0435352689678904,DMR_top50
cg20521715,DUSP6,0.0435352689678904,DMR_top50
cg20539752,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg20694461,FUCA1,0.0435352689678904,DMR_top50
cg20723129,OR2I1P,0.0435352689678904,DMR_top50
cg20782596,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg20815084,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg20826277,MEST,0.0435352689678904,DMR_top50
cg21025089,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg21089669,G3BP2,0.0435352689678904,DMR_top50
cg21112943,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg21133153,OR2I1P,0.0435352689678904,DMR_top50
cg21139713,SYTL1,0.0435352689678904,DMR_top50
cg21153898,OR2I1P,0.0435352689678904,DMR_top50
cg21155521,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg21205032,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg21222634,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg21223681,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg21298759,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg21548032,CHST11,0.0435352689678904,DMR_top50
cg21611524,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg21629528,MEST,0.0435352689678904,DMR_top50
cg21632158,OR2I1P,0.0435352689678904,DMR_top50
cg21656578,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg21667116,MEST,0.0435352689678904,DMR_top50
cg21685234,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg21698840,G3BP2,0.0435352689678904,DMR_top50
cg21834061,OR2I1P,0.0435352689678904,DMR_top50
cg21858108,RP13-977J11.2,0.0435352689678904,DMR_top50
cg21860679,DUSP6,0.0435352689678904,DMR_top50
cg22077361,FUCA1,0.0435352689678904,DMR_top50
cg22096687,RAB38,0.0435352689678904,DMR_top50
cg22105702,FRAS1,0.0435352689678904,DMR_top50
cg22116398,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg22202558,CUX1,0.0435352689678904,DMR_top50
cg22207135,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg22246187,RNF4,0.0435352689678904,DMR_top50
cg22260952,CHST11,0.0435352689678904,DMR_top50
cg22276571,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg22305167,OR2I1P,0.0435352689678904,DMR_top50
cg22407822,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg22614927,FUCA1,0.0435352689678904,DMR_top50
cg22617773,OR2I1P,0.0435352689678904,DMR_top50
cg22639787,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg22681806,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg22696542,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg22705386,MEST,0.0435352689678904,DMR_top50
cg22734014,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg22741626,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg22762215,OR2I1P,0.0435352689678904,DMR_top50
cg22798925,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg22818423,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg22885821,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg23083984,"SPN, QPRT",0.0435352689678904,DMR_top50
cg23098131,G3BP2,0.0435352689678904,DMR_top50
cg23143233,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg23156962,MEST,0.0435352689678904,DMR_top50
cg23159236,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg23496597,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg23508184,RP13-977J11.2,0.0435352689678904,DMR_top50
cg23598212,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg23806084,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg23855505,CHST11,0.0435352689678904,DMR_top50
cg23880953,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg23922920,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg23959115,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg24111025,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg24154161,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg24276988,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg24277128,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg24416513,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg24430528,G3BP2,0.0435352689678904,DMR_top50
cg24531536,OR2I1P,0.0435352689678904,DMR_top50
cg24668093,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg24682634,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg24707573,SH2B2,0.0435352689678904,DMR_top50
cg24792360,FUCA1,0.0435352689678904,DMR_top50
cg24836175,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg24881471,"TEN1, TEN1-CDK3",0.0435352689678904,DMR_top50
cg24883374,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg24941047,MEST,0.0435352689678904,DMR_top50
cg25088454,ARMC8,0.0435352689678904,DMR_top50
cg25110511,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg25110530,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg25124406,DUSP6,0.0435352689678904,DMR_top50
cg25130962,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg25139493,BMP8A,0.0435352689678904,DMR_top50
cg25142500,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg25308079,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg25328202,RNF4,0.0435352689678904,DMR_top50
cg25381754,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg25407198,MEST,0.0435352689678904,DMR_top50
cg25522232,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg25524784,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg25621286,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg25711239,"TEN1, TEN1-CDK3",0.0435352689678904,DMR_top50
cg25711558,CUX1,0.0435352689678904,DMR_top50
cg25835307,RAB38,0.0435352689678904,DMR_top50
cg25973374,FUCA1,0.0435352689678904,DMR_top50
cg25983380,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg26033526,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg26131286,OR2I1P,0.0435352689678904,DMR_top50
cg26142965,OR2I1P,0.0435352689678904,DMR_top50
cg26234900,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg26275543,MEST,0.0435352689678904,DMR_top50
cg26325286,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg26466258,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg26686999,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg26691434,"SPN, QPRT",0.0435352689678904,DMR_top50
cg26700949,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg26708559,MEST,0.0435352689678904,DMR_top50
cg26751195,"SPN, QPRT",0.0435352689678904,DMR_top50
cg26767990,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg26769927,"SPN, QPRT",0.0435352689678904,DMR_top50
cg26778345,ABAT,0.0435352689678904,DMR_top50
cg26791489,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg26877023,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg26915924,ABAT,0.0435352689678904,DMR_top50
cg26935265,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg26963976,NLRC5,0.0435352689678904,DMR_top50
cg27007008,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg27027803,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg27105577,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg27137280,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg27283708,G3BP2,0.0435352689678904,DMR_top50
cg27323011,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg27338480,MEST,0.0435352689678904,DMR_top50
cg27365701,DUSP6,0.0435352689678904,DMR_top50
cg27417677,MEST,0.0435352689678904,DMR_top50
cg27546977,OR2I1P,0.0435352689678904,DMR_top50
cg27567593,BMP8A,0.0435352689678904,DMR_top50
cg27572016,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg27628854,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg27652200,"PSMB9, TAP1",0.0435352689678904,DMR_top50
