cpg,gene,dmr_fdr,tier
cg00491404,"GSTM5, RP4-735C1.4, EPS8L3",0.000852066158514017,DMR_top50
cg00515905,"GSTM5, RP4-735C1.4, EPS8L3",0.000852066158514017,DMR_top50
cg01098955,IGHM,0.000852066158514017,DMR_top50
cg01767544,IGHM,0.000852066158514017,DMR_top50
cg03956353,"GSTM5, RP4-735C1.4, EPS8L3",0.000852066158514017,DMR_top50
cg04792777,IGHM,0.000852066158514017,DMR_top50
cg04903883,IGHM,0.000852066158514017,DMR_top50
cg05407555,IGHM,0.000852066158514017,DMR_top50
cg07521618,PACS2,0.000852066158514017,DMR_top50
cg07935669,IGHM,0.000852066158514017,DMR_top50
cg10845171,IGHM,0.000852066158514017,DMR_top50
cg12158535,PACS2,0.000852066158514017,DMR_top50
cg13651690,IGHM,0.000852066158514017,DMR_top50
cg15144068,IGHM,0.000852066158514017,DMR_top50
cg15483436,PACS2,0.000852066158514017,DMR_top50
cg21220247,IGHM,0.000852066158514017,DMR_top50
cg23641237,IGHM,0.000852066158514017,DMR_top50
cg23684139,IGHM,0.000852066158514017,DMR_top50
cg25030802,IGHM,0.000852066158514017,DMR_top50
cg08362102,ANP32A,0.00113244235901597,DMR_top50
cg00458210,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg00661320,SPOCK2,0.00182766459716452,DMR_top50
cg01081836,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg01320130,C1orf141,0.00182766459716452,DMR_top50
cg01861509,SPOCK2,0.00182766459716452,DMR_top50
cg01878406,LYPD8,0.00182766459716452,DMR_top50
cg02595823,SPOCK2,0.00182766459716452,DMR_top50
cg02909446,SPOCK2,0.00182766459716452,DMR_top50
cg03086563,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg03340356,C1orf141,0.00182766459716452,DMR_top50
cg03357260,RBM47,0.00182766459716452,DMR_top50
cg03541887,LYPD8,0.00182766459716452,DMR_top50
cg03597540,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg04024799,LYPD8,0.00182766459716452,DMR_top50
cg04140924,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg04162032,LYPD8,0.00182766459716452,DMR_top50
cg04781494,CASP10,0.00182766459716452,DMR_top50
cg05457941,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg06776953,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg06828770,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg06970090,SPOCK2,0.00182766459716452,DMR_top50
cg07015494,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg07180508,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg07754492,CASP10,0.00182766459716452,DMR_top50
cg07807709,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg08029281,C1orf141,0.00182766459716452,DMR_top50
cg08169409,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg08641278,SPOCK2,0.00182766459716452,DMR_top50
cg08908355,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg08934443,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg08949974,RBM47,0.00182766459716452,DMR_top50
cg09169269,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg09661010,SPOCK2,0.00182766459716452,DMR_top50
cg10019467,RBM47,0.00182766459716452,DMR_top50
cg10402995,LYPD8,0.00182766459716452,DMR_top50
cg10856045,SPOCK2,0.00182766459716452,DMR_top50
cg10983208,SPOCK2,0.00182766459716452,DMR_top50
cg12105450,CASP10,0.00182766459716452,DMR_top50
cg12397297,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg12623536,SPOCK2,0.00182766459716452,DMR_top50
cg12752647,SPOCK2,0.00182766459716452,DMR_top50
cg12940439,C1orf141,0.00182766459716452,DMR_top50
cg13454251,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg13665981,SPOCK2,0.00182766459716452,DMR_top50
cg15331996,SPOCK2,0.00182766459716452,DMR_top50
cg15894563,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg16476890,RBM47,0.00182766459716452,DMR_top50
cg16565913,RBM47,0.00182766459716452,DMR_top50
cg16745604,CASP10,0.00182766459716452,DMR_top50
cg16824319,LYPD8,0.00182766459716452,DMR_top50
cg17031739,C1orf141,0.00182766459716452,DMR_top50
cg17097571,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg17646765,RBM47,0.00182766459716452,DMR_top50
cg17833169,C1orf141,0.00182766459716452,DMR_top50
cg19376709,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg19519737,LYPD8,0.00182766459716452,DMR_top50
cg20435896,RBM47,0.00182766459716452,DMR_top50
cg21151541,RBM47,0.00182766459716452,DMR_top50
cg21684588,C1orf141,0.00182766459716452,DMR_top50
cg22350056,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg22601421,RBM47,0.00182766459716452,DMR_top50
cg23098012,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg23230830,LYPD8,0.00182766459716452,DMR_top50
cg23343444,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg23726106,C1orf141,0.00182766459716452,DMR_top50
cg24070847,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB",0.00182766459716452,DMR_top50
cg24116072,RBM47,0.00182766459716452,DMR_top50
cg24401737,CASP10,0.00182766459716452,DMR_top50
cg24591318,RBM47,0.00182766459716452,DMR_top50
cg25423031,RBM47,0.00182766459716452,DMR_top50
cg26435178,SPOCK2,0.00182766459716452,DMR_top50
cg27076223,RBM47,0.00182766459716452,DMR_top50
cg01047124,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg03068866,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg06659419,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg08728825,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg08992050,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg10045590,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg12991064,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg16627549,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg17840914,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg19003430,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg20424530,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg20460761,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg20461126,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg25294785,"IRAK4, PUS7L",0.00193979267622468,DMR_top50
cg02911509,PARVB,0.00227683677911926,DMR_top50
cg08271031,PARVB,0.00227683677911926,DMR_top50
cg09080522,PARVB,0.00227683677911926,DMR_top50
cg12555844,PARVB,0.00227683677911926,DMR_top50
cg13429423,PARVB,0.00227683677911926,DMR_top50
cg16873414,PARVB,0.00227683677911926,DMR_top50
cg17542751,PARVB,0.00227683677911926,DMR_top50
cg20728514,PARVB,0.00227683677911926,DMR_top50
cg25353896,PARVB,0.00227683677911926,DMR_top50
cg00108944,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg00399027,GSE1,0.00257640376661973,DMR_top50
cg00939106,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg01582532,GSE1,0.00257640376661973,DMR_top50
cg01801174,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg02071292,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg02415057,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg02565672,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg06314570,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg06800565,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg07311024,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg08460865,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg08480774,GSE1,0.00257640376661973,DMR_top50
cg09326324,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg10121816,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg12351126,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg12997627,GSE1,0.00257640376661973,DMR_top50
cg14292619,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg15942481,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg17016617,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg17050806,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg20291222,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg21272279,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg22112416,"UFC1, RP11-297K8.2",0.00257640376661973,DMR_top50
cg23588049,"GLIPR1L2, CAPS2",0.00257640376661973,DMR_top50
cg26648465,GSE1,0.00257640376661973,DMR_top50
cg00442389,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg00569673,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg02448597,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg03280235,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg06194738,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg06431527,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg08183114,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg09028157,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg09784502,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg12332917,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg13910855,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg13964363,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg14044426,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg14823076,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg16609995,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg16768868,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg17851795,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg18723553,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg19321684,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg19555708,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg20116128,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg20808711,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg21386484,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg22662036,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg23859630,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg26289450,"PBX2, GPSM3",0.00328753176841951,DMR_top50
cg02286717,"RP11-464F9.21, SYNPO2L",0.00365122642584929,DMR_top50
cg03214715,"MARS, ARHGAP9",0.00365122642584929,DMR_top50
cg05697785,"RP11-464F9.21, SYNPO2L",0.00365122642584929,DMR_top50
cg06015525,"MARS, ARHGAP9",0.00365122642584929,DMR_top50
cg08134678,"MARS, ARHGAP9",0.00365122642584929,DMR_top50
cg08339023,"MARS, ARHGAP9",0.00365122642584929,DMR_top50
cg09521743,"RP11-464F9.21, SYNPO2L",0.00365122642584929,DMR_top50
cg14802312,"MARS, ARHGAP9",0.00365122642584929,DMR_top50
cg19154600,"RP11-464F9.21, SYNPO2L",0.00365122642584929,DMR_top50
cg23083424,"RP11-464F9.21, SYNPO2L",0.00365122642584929,DMR_top50
cg26549892,"RP11-464F9.21, SYNPO2L",0.00365122642584929,DMR_top50
cg00347584,NR1H3,0.00377098698776089,DMR_top50
cg00952576,MARCKS,0.00377098698776089,DMR_top50
cg01246716,MARCKS,0.00377098698776089,DMR_top50
cg01824964,MARCKS,0.00377098698776089,DMR_top50
cg02446434,MARCKS,0.00377098698776089,DMR_top50
cg03732020,NR1H3,0.00377098698776089,DMR_top50
cg04245693,MARCKS,0.00377098698776089,DMR_top50
cg06240690,GALNT5,0.00377098698776089,DMR_top50
cg06649048,MARCKS,0.00377098698776089,DMR_top50
cg07271302,MARCKS,0.00377098698776089,DMR_top50
cg07473249,MARCKS,0.00377098698776089,DMR_top50
cg07484590,MARCKS,0.00377098698776089,DMR_top50
cg08681110,MARCKS,0.00377098698776089,DMR_top50
cg09548275,NR1H3,0.00377098698776089,DMR_top50
cg09726654,GALNT5,0.00377098698776089,DMR_top50
cg09816912,MARCKS,0.00377098698776089,DMR_top50
cg12850036,MARCKS,0.00377098698776089,DMR_top50
cg18338863,MARCKS,0.00377098698776089,DMR_top50
cg18668813,MARCKS,0.00377098698776089,DMR_top50
cg19068071,MARCKS,0.00377098698776089,DMR_top50
cg20031659,MARCKS,0.00377098698776089,DMR_top50
cg20208801,MARCKS,0.00377098698776089,DMR_top50
cg20469837,GALNT5,0.00377098698776089,DMR_top50
cg20659418,MARCKS,0.00377098698776089,DMR_top50
cg21116267,MARCKS,0.00377098698776089,DMR_top50
cg24576425,GALNT5,0.00377098698776089,DMR_top50
cg27397465,MARCKS,0.00377098698776089,DMR_top50
cg27409015,GALNT5,0.00377098698776089,DMR_top50
cg27582124,GALNT5,0.00377098698776089,DMR_top50
cg00082664,SFRP2,0.00453378632066068,DMR_top50
cg00096536,SFRP2,0.00453378632066068,DMR_top50
cg00705808,SFRP2,0.00453378632066068,DMR_top50
cg01298731,SFRP2,0.00453378632066068,DMR_top50
cg01821854,SFRP2,0.00453378632066068,DMR_top50
cg03202804,SFRP2,0.00453378632066068,DMR_top50
cg03679544,TIAM2,0.00453378632066068,DMR_top50
cg04228709,TIAM2,0.00453378632066068,DMR_top50
cg04959480,SFRP2,0.00453378632066068,DMR_top50
cg04965141,SFRP2,0.00453378632066068,DMR_top50
cg05050042,SFRP2,0.00453378632066068,DMR_top50
cg05164933,SFRP2,0.00453378632066068,DMR_top50
cg05241277,SFRP2,0.00453378632066068,DMR_top50
cg05874561,SFRP2,0.00453378632066068,DMR_top50
cg06535156,TIAM2,0.00453378632066068,DMR_top50
cg06549216,SFRP2,0.00453378632066068,DMR_top50
cg07999845,SFRP2,0.00453378632066068,DMR_top50
cg09364590,TIAM2,0.00453378632066068,DMR_top50
cg09788843,SFRP2,0.00453378632066068,DMR_top50
cg10663078,SFRP2,0.00453378632066068,DMR_top50
cg10720867,TIAM2,0.00453378632066068,DMR_top50
cg10790791,SFRP2,0.00453378632066068,DMR_top50
cg10942078,SFRP2,0.00453378632066068,DMR_top50
cg11354906,SFRP2,0.00453378632066068,DMR_top50
cg13357229,SFRP2,0.00453378632066068,DMR_top50
cg13732865,SFRP2,0.00453378632066068,DMR_top50
cg14063488,SFRP2,0.00453378632066068,DMR_top50
cg14289246,SFRP2,0.00453378632066068,DMR_top50
cg14330641,SFRP2,0.00453378632066068,DMR_top50
cg14435644,SFRP2,0.00453378632066068,DMR_top50
cg16333846,TIAM2,0.00453378632066068,DMR_top50
cg16852685,SFRP2,0.00453378632066068,DMR_top50
cg18255353,SFRP2,0.00453378632066068,DMR_top50
cg20727217,SFRP2,0.00453378632066068,DMR_top50
cg20881942,SFRP2,0.00453378632066068,DMR_top50
cg21630608,SFRP2,0.00453378632066068,DMR_top50
cg21657059,SFRP2,0.00453378632066068,DMR_top50
cg21707172,TIAM2,0.00453378632066068,DMR_top50
cg22178613,SFRP2,0.00453378632066068,DMR_top50
cg23121156,SFRP2,0.00453378632066068,DMR_top50
cg23207990,SFRP2,0.00453378632066068,DMR_top50
cg23292160,SFRP2,0.00453378632066068,DMR_top50
cg23502475,SFRP2,0.00453378632066068,DMR_top50
cg23714408,SFRP2,0.00453378632066068,DMR_top50
cg23910835,SFRP2,0.00453378632066068,DMR_top50
cg24241928,SFRP2,0.00453378632066068,DMR_top50
cg24968721,SFRP2,0.00453378632066068,DMR_top50
cg25383605,TIAM2,0.00453378632066068,DMR_top50
cg25645268,SFRP2,0.00453378632066068,DMR_top50
cg25775322,SFRP2,0.00453378632066068,DMR_top50
cg00237904,H19,0.0046699055616425,DMR_top50
cg01539474,H19,0.0046699055616425,DMR_top50
cg01895612,H19,0.0046699055616425,DMR_top50
cg01977486,H19,0.0046699055616425,DMR_top50
cg02657360,H19,0.0046699055616425,DMR_top50
cg02694715,H19,0.0046699055616425,DMR_top50
cg02886509,H19,0.0046699055616425,DMR_top50
cg03996735,H19,0.0046699055616425,DMR_top50
cg04088212,H19,0.0046699055616425,DMR_top50
cg04817190,H19,0.0046699055616425,DMR_top50
cg04975775,H19,0.0046699055616425,DMR_top50
cg06749854,H19,0.0046699055616425,DMR_top50
cg06765785,H19,0.0046699055616425,DMR_top50
cg09701145,H19,0.0046699055616425,DMR_top50
cg10154633,H19,0.0046699055616425,DMR_top50
cg11735853,H19,0.0046699055616425,DMR_top50
cg11753499,H19,0.0046699055616425,DMR_top50
cg13210239,H19,0.0046699055616425,DMR_top50
cg13581483,H19,0.0046699055616425,DMR_top50
cg15886040,H19,0.0046699055616425,DMR_top50
cg15922305,H19,0.0046699055616425,DMR_top50
cg16303279,H19,0.0046699055616425,DMR_top50
cg16675558,H19,0.0046699055616425,DMR_top50
cg17769238,H19,0.0046699055616425,DMR_top50
cg17985533,H19,0.0046699055616425,DMR_top50
cg18104242,H19,0.0046699055616425,DMR_top50
cg18362496,H19,0.0046699055616425,DMR_top50
cg18454954,H19,0.0046699055616425,DMR_top50
cg23476401,H19,0.0046699055616425,DMR_top50
cg24409677,H19,0.0046699055616425,DMR_top50
cg24510613,H19,0.0046699055616425,DMR_top50
cg24605090,H19,0.0046699055616425,DMR_top50
cg25281616,H19,0.0046699055616425,DMR_top50
cg25289899,H19,0.0046699055616425,DMR_top50
cg25437674,H19,0.0046699055616425,DMR_top50
cg25579157,H19,0.0046699055616425,DMR_top50
cg25821896,H19,0.0046699055616425,DMR_top50
cg25838645,H19,0.0046699055616425,DMR_top50
cg26469586,H19,0.0046699055616425,DMR_top50
cg27300742,H19,0.0046699055616425,DMR_top50
cg00086577,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg00110832,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg00403498,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg00552704,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg00556515,TNFRSF1A,0.00645128872741053,DMR_top50
cg00933538,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg01111041,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg01445100,BANP,0.00645128872741053,DMR_top50
cg02429905,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg02460426,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg02956248,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg03010186,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg03434432,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg03570994,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg03784567,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg03920003,ADAR,0.00645128872741053,DMR_top50
cg03995156,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04105091,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04194294,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04264374,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04510420,BANP,0.00645128872741053,DMR_top50
cg04528217,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04536704,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04583842,BANP,0.00645128872741053,DMR_top50
cg04749507,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04856022,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg04877280,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg05133205,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg05166473,BANP,0.00645128872741053,DMR_top50
cg05323467,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg05465342,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg06025456,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg06108383,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg06235437,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg06264679,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg06814287,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg06832687,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg06902929,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg08045906,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg08057899,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg08255481,BANP,0.00645128872741053,DMR_top50
cg08418872,TNFRSF1A,0.00645128872741053,DMR_top50
cg08509237,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg08732409,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg08814206,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg09043214,TNFRSF1A,0.00645128872741053,DMR_top50
cg09599399,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg09672152,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg09714607,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg10369585,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg10551329,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg11122280,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg11192767,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg11229390,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg11268190,TNFRSF1A,0.00645128872741053,DMR_top50
cg11386011,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg11941520,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg12387154,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg12585943,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg12602633,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg12626589,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg12738718,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg12883279,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg13035743,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg13102294,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg13934406,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg14009561,TNFRSF1A,0.00645128872741053,DMR_top50
cg14130039,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg16481280,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17113856,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17161421,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17218026,ADAR,0.00645128872741053,DMR_top50
cg17218813,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17229678,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17329164,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17383811,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17513693,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg17784596,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg18049167,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg18235088,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg19048176,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg20266593,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg20328456,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg20914572,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg21037008,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg21241317,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg21987316,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg23320693,TNFRSF1A,0.00645128872741053,DMR_top50
cg23359665,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg23470939,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg23660356,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg23714091,ADAR,0.00645128872741053,DMR_top50
cg23752651,TNFRSF1A,0.00645128872741053,DMR_top50
cg24283914,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg24509300,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg24928581,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg25426302,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg26169408,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg26230819,ADAR,0.00645128872741053,DMR_top50
cg27068095,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg27070869,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg27134827,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
cg27627876,BANP,0.00645128872741053,DMR_top50
cg27631107,"PPT2, PPT2-EGFL8, PRRT1",0.00645128872741053,DMR_top50
